external_id,created_at,account_age_months,monthly_revenue,remaining_arr,logins_30d,logins_prev_30d,login_frequency_change,features_used,previous_features_used,feature_usage_change,support_tickets,negative_support,support_ticket_growth,emails_opened,emails_clicked,email_engagement,last_login_days,payment_failures,days_until_renewal,number_of_users,user_activity_variance,historical_discount,churned,upgraded,responded,high_ltv,support_30d,upgrade_arpu,expected_contribution,avoided_support_cost,incremental_margin,true_p0_churn,true_p0_upsell,true_p0_response,true_p0_high_ltv,true_p0_support
C-11318,2025-04-24,28.0,799.0,9588.0,10.0,20.0,-0.5,5.0,9.0,-0.4444,2.0,2.0,1.0916,8.0,7.0,0.75,11.0,0.0,101.0,28.0,0.5878,1.0,0,1,0,1,1,360.0,3638.51,90.0,80.0,0.31,0.6995,0.6637,0.9325,0.6177
C-11319,2024-10-06,25.0,149.0,1788.0,13.0,12.0,0.0833,5.0,4.0,0.25,0.0,0.0,0.2482,10.0,8.0,0.9,24.0,0.0,78.0,20.0,0.56,1.0,0,1,1,1,0,120.0,856.01,40.0,22.35,0.1295,0.5585,0.6593,0.2061,0.2829
C-11320,2024-05-20,8.0,99.0,1188.0,30.0,27.0,0.1111,9.0,10.0,-0.1,0.0,0.0,0.3153,2.0,2.0,0.2,14.0,0.0,107.0,34.0,0.282,0.0,0,1,1,0,1,120.0,531.25,40.0,14.85,0.1869,0.6471,0.3635,0.1403,0.1931
C-11321,2024-03-16,17.0,399.0,4788.0,22.0,19.0,0.1579,7.0,5.0,0.4,0.0,0.0,0.8058,2.0,1.0,0.15,9.0,0.0,174.0,4.0,0.6252,1.0,0,1,0,1,1,360.0,2255.02,40.0,59.85,0.1437,0.537,0.4403,0.657,0.1854
C-11322,2025-03-16,33.0,49.0,588.0,18.0,15.0,0.2,1.0,3.0,-0.6667,3.0,3.0,1.1994,5.0,5.0,0.5,36.0,1.0,54.0,27.0,0.5606,1.0,0,0,0,0,1,120.0,131.73,115.0,8.0,0.5927,0.5134,0.4452,0.0845,0.9113
C-11323,2024-12-15,53.0,249.0,2988.0,15.0,27.0,-0.4444,4.0,2.0,1.0,0.0,0.0,0.1608,3.0,2.0,0.25,25.0,0.0,162.0,31.0,0.4379,1.0,0,1,1,0,1,360.0,1166.68,40.0,37.35,0.2901,0.7966,0.4013,0.2881,0.2994
C-11324,2024-07-03,52.0,149.0,1788.0,14.0,22.0,-0.3636,9.0,10.0,-0.1,0.0,0.0,0.4938,9.0,9.0,0.9,21.0,1.0,164.0,2.0,0.283,1.0,0,0,1,1,1,120.0,779.41,40.0,22.35,0.2074,0.6263,0.6726,0.1888,0.2279
C-11325,2025-11-06,12.0,99.0,1188.0,25.0,13.0,0.9231,2.0,4.0,-0.5,1.0,1.0,0.2969,2.0,2.0,0.2,6.0,0.0,137.0,16.0,0.4213,1.0,0,1,1,0,1,120.0,538.05,65.0,14.85,0.1765,0.3993,0.475,0.1415,0.3965
C-11326,2024-05-23,41.0,249.0,2988.0,0.0,1.0,-1.0,7.0,9.0,-0.2222,0.0,0.0,-0.2743,4.0,4.0,0.4,3.0,0.0,32.0,21.0,0.7297,1.0,1,1,1,0,1,360.0,1147.86,40.0,37.35,0.3015,0.7425,0.5695,0.2826,0.1598
C-11327,2025-02-22,6.0,99.0,1188.0,7.0,3.0,1.3333,0.0,1.0,-1.0,2.0,0.0,-1.2667,6.0,4.0,0.5,35.0,0.0,20.0,9.0,0.1812,0.0,0,0,1,0,0,120.0,361.69,90.0,14.85,0.4465,0.2625,0.3775,0.1136,0.6106
C-11328,2025-01-13,41.0,99.0,1188.0,8.0,12.0,-0.3333,10.0,6.0,0.6667,1.0,1.0,0.1719,4.0,3.0,0.35,43.0,0.0,26.0,35.0,0.24,1.0,0,1,0,0,1,120.0,216.08,65.0,14.85,0.6693,0.7568,0.3543,0.0943,0.572
C-11329,2026-05-11,21.0,249.0,2988.0,16.0,16.0,0.0,4.0,5.0,-0.2,0.0,0.0,1.1032,7.0,4.0,0.55,26.0,0.0,127.0,25.0,0.2744,0.0,1,1,1,0,0,360.0,1328.61,40.0,37.35,0.1915,0.6443,0.4403,0.3377,0.3058
C-11330,2024-04-02,28.0,99.0,1188.0,0.0,1.0,-1.0,6.0,5.0,0.2,0.0,0.0,0.4667,9.0,8.0,0.85,1.0,0.0,74.0,11.0,0.3178,0.0,0,1,1,0,0,120.0,495.07,40.0,14.85,0.2423,0.5122,0.677,0.1342,0.1584
C-11331,2026-01-25,43.0,399.0,4788.0,7.0,4.0,0.75,0.0,2.0,-1.0,2.0,1.0,-0.8539,6.0,6.0,0.6,21.0,0.0,177.0,18.0,0.3969,0.0,0,1,1,1,0,360.0,2223.18,90.0,59.85,0.1558,0.6276,0.485,0.6467,0.6295
C-11332,2025-08-26,26.0,49.0,588.0,21.0,20.0,0.05,0.0,1.0,-1.0,1.0,0.0,0.878,5.0,5.0,0.5,12.0,0.0,6.0,5.0,0.5917,0.0,0,0,0,0,1,120.0,266.78,65.0,8.0,0.1751,0.3503,0.49,0.1006,0.3452
C-11333,2025-11-28,48.0,149.0,1788.0,18.0,21.0,-0.1429,3.0,4.0,-0.25,2.0,2.0,-0.2476,11.0,8.0,0.95,2.0,1.0,70.0,4.0,0.4923,1.0,0,1,0,0,0,120.0,852.97,90.0,22.35,0.1326,0.5134,0.7649,0.2054,0.5769
C-11334,2025-11-17,32.0,399.0,4788.0,0.0,1.0,-1.0,8.0,6.0,0.3333,3.0,1.0,-1.5,11.0,9.0,1.0,6.0,0.0,51.0,30.0,0.4122,1.0,1,1,1,1,0,360.0,1794.28,115.0,59.85,0.3186,0.7722,0.7649,0.498,0.52
C-11335,2025-11-12,59.0,99.0,1188.0,16.0,14.0,0.1429,7.0,9.0,-0.2222,3.0,2.0,0.8143,11.0,10.0,1.0,22.0,0.0,159.0,39.0,0.4554,0.0,0,1,1,0,0,120.0,568.02,115.0,14.85,0.1307,0.8382,0.6365,0.1468,0.7521
C-11336,2025-01-18,39.0,399.0,4788.0,0.0,3.0,-1.0,3.0,6.0,-0.5,3.0,1.0,-0.7563,0.0,0.0,0.0,19.0,0.0,26.0,11.0,0.5248,0.0,1,1,0,0,1,360.0,623.73,115.0,59.85,0.7631,0.542,0.2729,0.157,0.6726
C-11337,2025-05-27,19.0,399.0,4788.0,23.0,20.0,0.15,3.0,3.0,0.0,0.0,0.0,1.4246,10.0,8.0,0.9,25.0,0.0,76.0,10.0,0.0637,1.0,0,1,1,0,0,360.0,2250.13,40.0,59.85,0.1455,0.5118,0.6548,0.6554,0.31
C-11338,2024-11-17,46.0,799.0,9588.0,39.0,23.0,0.6957,4.0,3.0,0.3333,0.0,0.0,0.9182,10.0,10.0,1.0,31.0,1.0,156.0,27.0,0.6143,0.0,1,1,0,1,0,360.0,4346.29,40.0,80.0,0.1758,0.7617,0.5939,0.9744,0.3385
C-11339,2026-03-05,25.0,99.0,1188.0,32.0,24.0,0.3333,11.0,7.0,0.5714,0.0,0.0,-0.1822,9.0,7.0,0.8,11.0,0.0,174.0,20.0,0.2347,0.0,0,1,0,0,0,120.0,599.05,40.0,14.85,0.0832,0.6766,0.613,0.1524,0.1652
C-11340,2024-07-18,32.0,399.0,4788.0,21.0,17.0,0.2353,5.0,5.0,0.0,0.0,0.0,0.3675,8.0,8.0,0.8,12.0,1.0,165.0,6.0,0.3113,0.0,0,0,1,1,1,360.0,2322.25,40.0,59.85,0.1182,0.5893,0.6083,0.6783,0.2159
C-11341,2025-06-04,9.0,799.0,9588.0,16.0,17.0,-0.0588,11.0,10.0,0.1,1.0,0.0,1.9391,4.0,4.0,0.4,30.0,0.0,119.0,27.0,0.4681,0.0,1,1,1,1,1,360.0,3682.31,65.0,80.0,0.3017,0.7149,0.3635,0.9364,0.343
C-11342,2024-07-05,8.0,399.0,4788.0,14.0,26.0,-0.4615,6.0,5.0,0.2,2.0,2.0,0.8,8.0,6.0,0.7,8.0,0.0,33.0,9.0,0.3849,0.0,1,0,1,0,1,360.0,1735.64,90.0,59.85,0.3409,0.4849,0.589,0.477,0.5842
C-11343,2024-11-24,35.0,99.0,1188.0,9.0,17.0,-0.4706,4.0,7.0,-0.4286,0.0,0.0,0.1906,6.0,5.0,0.55,3.0,0.0,21.0,5.0,0.4974,0.0,0,1,0,0,0,120.0,512.13,40.0,14.85,0.2162,0.4655,0.5548,0.1371,0.1809
C-11344,2026-04-29,12.0,399.0,4788.0,21.0,13.0,0.6154,0.0,1.0,-1.0,2.0,1.0,2.3113,9.0,9.0,0.9,38.0,1.0,76.0,19.0,0.4284,0.0,0,0,1,0,1,360.0,1499.84,90.0,59.85,0.4305,0.4489,0.52,0.3944,0.7389
C-11345,2024-06-21,59.0,49.0,588.0,16.0,21.0,-0.2381,0.0,3.0,-1.0,0.0,0.0,0.0941,4.0,4.0,0.4,9.0,0.0,88.0,29.0,0.3421,0.0,0,1,0,0,1,120.0,291.47,40.0,8.0,0.0987,0.6901,0.4651,0.1039,0.2442
C-11346,2026-02-20,51.0,249.0,2988.0,12.0,16.0,-0.25,6.0,10.0,-0.4,1.0,0.0,0.4655,8.0,6.0,0.7,5.0,0.0,94.0,21.0,0.7058,0.0,0,1,0,0,1,360.0,1521.02,65.0,37.35,0.0745,0.7846,0.6035,0.4017,0.2405
C-11347,2025-12-18,42.0,149.0,1788.0,22.0,23.0,-0.0435,5.0,4.0,0.25,1.0,0.0,-0.749,9.0,7.0,0.8,33.0,1.0,13.0,26.0,0.5416,1.0,0,1,0,0,0,120.0,631.95,65.0,22.35,0.3574,0.655,0.5793,0.1586,0.4354
C-11348,2024-11-19,44.0,249.0,2988.0,9.0,15.0,-0.4,5.0,5.0,0.0,0.0,0.0,-1.3398,10.0,10.0,1.0,23.0,0.0,123.0,10.0,0.4604,0.0,0,1,0,0,1,360.0,1368.49,40.0,37.35,0.1673,0.6674,0.6318,0.3506,0.2769
C-11349,2024-11-23,36.0,249.0,2988.0,17.0,24.0,-0.2917,7.0,7.0,0.0,1.0,0.0,-0.2302,2.0,1.0,0.15,6.0,0.0,74.0,20.0,0.5385,0.0,0,1,1,0,0,360.0,1385.23,65.0,37.35,0.1571,0.7313,0.3823,0.3561,0.2369
C-11350,2024-01-05,5.0,49.0,588.0,2.0,2.0,0.0,0.0,1.0,-1.0,2.0,1.0,0.0307,10.0,9.0,0.95,38.0,1.0,24.0,28.0,0.2589,0.0,1,0,1,1,1,120.0,135.26,90.0,8.0,0.5818,0.3657,0.5399,0.0849,0.7389
C-11351,2025-11-28,24.0,249.0,2988.0,0.0,1.0,-1.0,11.0,6.0,0.8333,1.0,0.0,0.2634,2.0,0.0,0.1,11.0,0.0,165.0,21.0,0.835,1.0,1,1,0,1,0,360.0,803.21,65.0,37.35,0.5112,0.718,0.411,0.194,0.2279
C-11352,2025-08-10,30.0,799.0,9588.0,0.0,3.0,-1.0,1.0,4.0,-0.75,2.0,2.0,-1.1358,11.0,8.0,0.95,30.0,0.0,67.0,10.0,0.1825,0.0,1,1,1,1,0,360.0,1697.57,90.0,80.0,0.6781,0.4603,0.5793,0.4635,0.7773
C-11353,2026-05-17,55.0,149.0,1788.0,11.0,16.0,-0.3125,7.0,2.0,2.5,1.0,1.0,0.5285,0.0,0.0,0.0,29.0,0.0,45.0,38.0,0.4226,1.0,0,1,0,1,0,120.0,590.52,65.0,22.35,0.3995,0.8022,0.2932,0.1509,0.505
C-11354,2024-09-14,14.0,99.0,1188.0,23.0,20.0,0.15,1.0,5.0,-0.8,1.0,1.0,-0.6643,2.0,0.0,0.1,37.0,1.0,91.0,3.0,0.3427,0.0,1,0,0,0,1,120.0,267.73,65.0,14.85,0.5903,0.2602,0.2351,0.1007,0.6365
C-11355,2024-12-17,30.0,799.0,9588.0,5.0,6.0,-0.1667,2.0,5.0,-0.6,0.0,0.0,0.487,7.0,4.0,0.55,32.0,0.0,171.0,36.0,0.3351,1.0,0,1,1,1,1,360.0,3860.34,40.0,80.0,0.268,0.7122,0.485,0.9499,0.3682
C-11356,2025-08-28,21.0,49.0,588.0,4.0,5.0,-0.2,0.0,3.0,-1.0,1.0,0.0,0.7479,6.0,5.0,0.55,31.0,0.0,149.0,29.0,0.3091,0.0,1,0,0,0,1,120.0,226.9,65.0,8.0,0.2984,0.4852,0.4158,0.0956,0.4825
C-11357,2024-10-27,9.0,149.0,1788.0,28.0,24.0,0.1667,6.0,6.0,0.0,3.0,1.0,-0.3164,8.0,8.0,0.8,2.0,0.0,22.0,5.0,0.2457,0.0,0,0,1,0,0,120.0,826.95,115.0,22.35,0.1591,0.3847,0.6548,0.1994,0.515
C-11358,2024-10-08,7.0,249.0,2988.0,20.0,21.0,-0.0476,6.0,9.0,-0.3333,2.0,0.0,-0.7711,4.0,3.0,0.35,42.0,0.0,125.0,10.0,0.6377,1.0,0,1,1,1,1,360.0,921.57,90.0,37.35,0.4392,0.4751,0.3589,0.2219,0.589
C-11359,2024-05-30,23.0,149.0,1788.0,16.0,18.0,-0.1111,0.0,3.0,-1.0,0.0,0.0,1.2349,0.0,0.0,0.0,5.0,0.0,121.0,15.0,0.1591,0.0,1,1,0,1,0,120.0,834.05,40.0,22.35,0.1519,0.4095,0.3318,0.201,0.2227
C-11360,2026-05-21,6.0,799.0,9588.0,17.0,14.0,0.2143,7.0,11.0,-0.3636,1.0,1.0,0.6983,7.0,4.0,0.55,11.0,0.0,160.0,38.0,0.5967,0.0,0,0,1,1,0,360.0,4342.46,65.0,80.0,0.1765,0.7174,0.515,0.9742,0.3729
C-11361,2025-02-23,5.0,149.0,1788.0,16.0,12.0,0.3333,8.0,7.0,0.1429,3.0,1.0,0.1216,6.0,5.0,0.55,20.0,0.0,173.0,21.0,0.5297,1.0,0,1,0,1,0,120.0,741.47,115.0,22.35,0.246,0.5117,0.5449,0.1806,0.6225
C-11362,2025-11-09,22.0,799.0,9588.0,0.0,1.0,-1.0,10.0,9.0,0.1111,1.0,1.0,1.1747,6.0,6.0,0.6,12.0,0.0,135.0,11.0,0.3238,1.0,0,0,0,1,0,360.0,2610.33,65.0,80.0,0.505,0.6266,0.6035,0.7609,0.3452
C-11363,2025-07-30,13.0,49.0,588.0,6.0,6.0,0.0,5.0,1.0,4.0,2.0,0.0,0.0666,4.0,4.0,0.4,26.0,0.0,119.0,36.0,0.5065,1.0,0,1,0,0,0,120.0,247.67,90.0,8.0,0.2342,0.6042,0.4551,0.0982,0.4825
C-11364,2025-06-12,34.0,399.0,4788.0,20.0,25.0,-0.2,7.0,9.0,-0.2222,0.0,0.0,-0.4964,10.0,9.0,0.95,2.0,1.0,66.0,5.0,0.3684,0.0,0,1,1,1,1,360.0,2385.69,40.0,59.85,0.0941,0.6325,0.7068,0.6978,0.1558
C-11365,2024-10-02,3.0,249.0,2988.0,5.0,10.0,-0.5,4.0,4.0,0.0,1.0,0.0,-0.8014,9.0,9.0,0.9,20.0,0.0,162.0,32.0,0.1798,0.0,1,1,1,1,0,360.0,1153.03,65.0,37.35,0.2984,0.5965,0.6083,0.2841,0.3543
C-11366,2024-10-05,19.0,99.0,1188.0,25.0,20.0,0.25,4.0,8.0,-0.5,1.0,1.0,-0.0862,2.0,2.0,0.2,15.0,0.0,170.0,33.0,0.1819,1.0,0,1,0,0,1,120.0,506.75,65.0,14.85,0.2244,0.5933,0.4305,0.1362,0.4378
C-11367,2025-03-04,28.0,99.0,1188.0,23.0,20.0,0.15,8.0,9.0,-0.1111,0.0,0.0,0.6174,0.0,0.0,0.0,29.0,0.0,178.0,16.0,0.5311,1.0,0,0,0,0,1,120.0,466.54,40.0,14.85,0.286,0.5835,0.2932,0.1296,0.2829
C-11368,2024-04-29,57.0,399.0,4788.0,12.0,9.0,0.3333,1.0,3.0,-0.6667,0.0,0.0,1.1118,2.0,0.0,0.1,23.0,0.0,172.0,2.0,0.5207,0.0,0,1,0,1,0,360.0,2230.06,40.0,59.85,0.1532,0.5995,0.2891,0.6489,0.3186
C-11369,2025-04-18,38.0,249.0,2988.0,8.0,6.0,0.3333,4.0,3.0,0.3333,1.0,0.0,0.0188,0.0,0.0,0.0,34.0,1.0,117.0,35.0,0.4484,1.0,0,1,0,1,0,360.0,979.93,65.0,37.35,0.4037,0.7555,0.2729,0.2366,0.4551
C-11370,2024-03-21,53.0,249.0,2988.0,19.0,19.0,0.0,3.0,1.0,2.0,2.0,1.0,0.9705,8.0,6.0,0.7,7.0,0.0,172.0,38.0,0.3217,0.0,0,0,0,1,0,360.0,1525.47,90.0,37.35,0.0718,0.8326,0.5939,0.4032,0.49
C-11371,2024-08-30,21.0,49.0,588.0,7.0,3.0,1.3333,9.0,7.0,0.2857,0.0,0.0,-0.1714,7.0,5.0,0.6,42.0,0.0,141.0,15.0,0.3619,1.0,0,1,1,0,0,120.0,220.7,40.0,8.0,0.3176,0.5575,0.4551,0.0948,0.3566
C-11372,2025-07-12,28.0,249.0,2988.0,20.0,14.0,0.4286,6.0,9.0,-0.3333,0.0,0.0,-0.6253,5.0,3.0,0.4,17.0,0.0,47.0,8.0,0.3349,0.0,0,0,1,1,0,360.0,1413.27,40.0,37.35,0.14,0.6011,0.4256,0.3653,0.2333
C-11373,2024-01-21,26.0,799.0,9588.0,29.0,24.0,0.2083,7.0,5.0,0.4,2.0,2.0,-1.0451,7.0,4.0,0.55,15.0,0.0,10.0,11.0,0.0506,0.0,1,1,0,1,1,360.0,3593.05,90.0,80.0,0.3186,0.6108,0.495,0.9283,0.6225
C-11374,2024-02-09,53.0,49.0,588.0,19.0,20.0,-0.05,1.0,2.0,-0.5,0.0,0.0,-0.405,9.0,6.0,0.75,24.0,1.0,176.0,6.0,0.4123,0.0,1,0,1,1,0,120.0,271.3,40.0,8.0,0.1611,0.5099,0.53,0.1012,0.3252
C-11375,2024-07-09,57.0,149.0,1788.0,29.0,21.0,0.381,3.0,4.0,-0.25,1.0,0.0,-1.0149,9.0,8.0,0.85,7.0,1.0,79.0,24.0,0.5045,1.0,0,1,1,0,0,120.0,918.81,65.0,22.35,0.0657,0.7042,0.715,0.2212,0.2809
C-11376,2025-10-28,57.0,149.0,1788.0,4.0,3.0,0.3333,3.0,5.0,-0.4,1.0,0.0,1.6076,5.0,2.0,0.35,36.0,0.0,157.0,21.0,0.4135,0.0,0,0,0,0,1,120.0,780.95,65.0,22.35,0.2059,0.6698,0.3186,0.1891,0.4825
C-11377,2025-12-09,45.0,799.0,9588.0,10.0,6.0,0.6667,9.0,11.0,-0.1818,1.0,0.0,0.3514,7.0,7.0,0.7,11.0,0.0,55.0,14.0,0.7538,0.0,0,1,1,1,0,360.0,4912.18,65.0,80.0,0.0685,0.7695,0.5744,0.9884,0.246
C-11378,2024-01-01,31.0,99.0,1188.0,10.0,8.0,0.25,6.0,2.0,2.0,1.0,1.0,-0.0765,6.0,3.0,0.45,41.0,0.0,68.0,26.0,0.1991,0.0,0,0,0,0,0,120.0,402.86,65.0,14.85,0.3834,0.6197,0.3318,0.1196,0.6059
C-11379,2024-09-02,33.0,149.0,1788.0,9.0,8.0,0.125,4.0,4.0,0.0,1.0,1.0,1.3776,11.0,11.0,1.0,6.0,1.0,149.0,25.0,0.2678,1.0,0,0,1,0,1,120.0,878.48,65.0,22.35,0.1067,0.617,0.7649,0.2114,0.3729
C-11380,2024-02-20,58.0,399.0,4788.0,2.0,6.0,-0.6667,8.0,8.0,0.0,1.0,0.0,-1.0418,9.0,9.0,0.9,38.0,0.0,96.0,1.0,0.4266,1.0,1,0,1,1,1,360.0,1682.12,65.0,59.85,0.3612,0.7004,0.5939,0.458,0.4354
C-11381,2024-01-13,18.0,49.0,588.0,31.0,27.0,0.1481,2.0,3.0,-0.3333,0.0,0.0,-0.1097,3.0,3.0,0.3,17.0,0.0,123.0,16.0,0.4488,0.0,0,0,0,0,0,120.0,267.94,40.0,8.0,0.1715,0.429,0.387,0.1008,0.2709
C-11382,2026-04-10,22.0,399.0,4788.0,22.0,5.0,3.4,14.0,10.0,0.4,1.0,1.0,1.5997,10.0,10.0,1.0,27.0,0.0,61.0,34.0,0.05,0.0,1,1,1,1,0,360.0,2139.1,65.0,59.85,0.1877,0.8437,0.613,0.6188,0.4037
C-11383,2025-01-09,54.0,399.0,4788.0,18.0,20.0,-0.1,14.0,11.0,0.2727,0.0,0.0,-0.1152,4.0,3.0,0.35,39.0,0.0,112.0,32.0,0.5205,0.0,0,1,1,0,0,360.0,1919.98,40.0,59.85,0.2709,0.9024,0.3058,0.5427,0.2829
C-11384,2025-12-02,24.0,399.0,4788.0,16.0,16.0,0.0,3.0,5.0,-0.4,3.0,1.0,1.9575,9.0,7.0,0.8,5.0,1.0,90.0,34.0,0.4497,0.0,0,1,1,1,1,360.0,2277.14,115.0,59.85,0.1353,0.7052,0.6411,0.6641,0.5744
C-11385,2025-08-24,15.0,249.0,2988.0,14.0,17.0,-0.1765,8.0,9.0,-0.1111,2.0,1.0,0.6285,11.0,9.0,1.0,15.0,0.0,168.0,38.0,0.05,0.0,0,0,0,0,0,360.0,1363.26,90.0,37.35,0.1705,0.7676,0.6682,0.3489,0.4875
C-11386,2025-01-31,34.0,399.0,4788.0,3.0,6.0,-0.5,8.0,9.0,-0.1111,1.0,1.0,1.0447,9.0,9.0,0.9,42.0,0.0,91.0,3.0,0.3767,0.0,1,0,0,0,0,360.0,1303.53,65.0,59.85,0.505,0.5884,0.5,0.3298,0.589
C-11387,2025-10-25,20.0,399.0,4788.0,18.0,9.0,1.0,8.0,8.0,0.0,2.0,2.0,1.0679,1.0,0.0,0.05,6.0,0.0,20.0,11.0,0.2383,0.0,0,1,1,0,1,360.0,1715.28,90.0,59.85,0.3486,0.5976,0.3452,0.4698,0.5449
C-11388,2024-08-07,53.0,799.0,9588.0,13.0,17.0,-0.2353,1.0,3.0,-0.6667,1.0,0.0,0.0013,2.0,2.0,0.2,4.0,1.0,133.0,18.0,0.3093,1.0,0,1,1,1,0,360.0,4473.52,65.0,80.0,0.1517,0.6909,0.485,0.9785,0.2829
C-11389,2024-12-31,54.0,149.0,1788.0,6.0,9.0,-0.3333,2.0,1.0,1.0,1.0,0.0,-0.3906,9.0,9.0,0.9,23.0,0.0,171.0,20.0,0.1324,1.0,0,1,1,0,1,120.0,842.1,65.0,22.35,0.1437,0.6383,0.6637,0.2029,0.3989
C-11390,2024-11-29,19.0,149.0,1788.0,9.0,19.0,-0.5263,7.0,4.0,0.75,1.0,0.0,-0.0924,1.0,0.0,0.05,1.0,1.0,159.0,31.0,0.4832,0.0,0,0,1,0,1,120.0,654.39,65.0,22.35,0.3346,0.6231,0.3682,0.1629,0.2108
C-11391,2025-05-19,32.0,249.0,2988.0,0.0,2.0,-1.0,0.0,2.0,-1.0,0.0,0.0,-0.7895,0.0,0.0,0.0,44.0,1.0,22.0,29.0,0.7524,1.0,0,1,0,0,1,360.0,124.67,40.0,37.35,0.9241,0.5617,0.2351,0.0837,0.48
C-11392,2024-07-04,59.0,99.0,1188.0,0.0,2.0,-1.0,1.0,4.0,-0.75,1.0,0.0,-0.0528,3.0,3.0,0.3,40.0,1.0,179.0,28.0,0.453,0.0,0,1,0,0,1,120.0,163.79,65.0,14.85,0.7493,0.6284,0.285,0.0881,0.5374
C-11393,2025-10-19,45.0,799.0,9588.0,24.0,20.0,0.2,6.0,8.0,-0.25,0.0,0.0,-0.0035,5.0,4.0,0.45,8.0,0.0,65.0,7.0,0.05,1.0,0,0,1,1,0,360.0,4880.7,40.0,80.0,0.0745,0.6798,0.5646,0.9879,0.1885
C-11394,2026-01-12,14.0,399.0,4788.0,34.0,17.0,1.0,5.0,7.0,-0.2857,2.0,0.0,1.3514,1.0,0.0,0.05,7.0,0.0,150.0,27.0,0.4571,1.0,0,1,1,1,0,360.0,2240.2,90.0,59.85,0.1493,0.6492,0.411,0.6522,0.3452
C-11395,2026-02-23,36.0,249.0,2988.0,0.0,2.0,-1.0,7.0,3.0,1.3333,3.0,2.0,0.4746,1.0,0.0,0.05,35.0,1.0,115.0,32.0,0.3611,0.0,1,1,1,0,1,360.0,173.0,115.0,37.35,0.8947,0.7296,0.2279,0.0891,0.8176
C-11396,2026-02-27,37.0,99.0,1188.0,15.0,25.0,-0.4,3.0,1.0,2.0,1.0,0.0,1.8901,4.0,4.0,0.4,23.0,1.0,175.0,30.0,0.1798,0.0,0,1,0,1,1,120.0,408.25,65.0,14.85,0.3752,0.6207,0.3965,0.1204,0.387
C-11397,2025-07-18,39.0,149.0,1788.0,6.0,1.0,5.0,5.0,3.0,0.6667,0.0,0.0,-1.5,7.0,4.0,0.55,37.0,0.0,64.0,23.0,0.4707,0.0,0,1,1,1,1,120.0,758.38,40.0,22.35,0.2288,0.6354,0.387,0.1842,0.3682
C-11398,2025-12-04,3.0,149.0,1788.0,22.0,26.0,-0.1538,5.0,6.0,-0.1667,1.0,0.0,-0.9736,6.0,6.0,0.6,43.0,0.0,111.0,4.0,0.576,1.0,0,0,0,0,1,120.0,534.15,65.0,22.35,0.4568,0.2998,0.4502,0.1408,0.51
C-11399,2025-09-01,19.0,249.0,2988.0,28.0,20.0,0.4,8.0,9.0,-0.1111,0.0,0.0,-0.2843,9.0,8.0,0.85,18.0,0.0,124.0,6.0,0.2663,1.0,0,0,1,0,1,360.0,1454.3,40.0,37.35,0.1151,0.5848,0.6682,0.379,0.221
C-11400,2026-04-20,51.0,399.0,4788.0,25.0,27.0,-0.0741,1.0,5.0,-0.8,2.0,1.0,1.194,11.0,9.0,1.0,11.0,0.0,32.0,29.0,0.0713,0.0,1,0,1,1,1,360.0,2431.16,90.0,59.85,0.0768,0.7561,0.6857,0.7113,0.5449
C-11401,2024-03-28,15.0,399.0,4788.0,22.0,26.0,-0.1538,5.0,4.0,0.25,4.0,1.0,-0.0877,0.0,0.0,0.0,27.0,1.0,140.0,34.0,0.05,0.0,1,0,0,0,1,360.0,1142.01,140.0,59.85,0.5663,0.654,0.2423,0.2809,0.779
C-11402,2024-06-24,19.0,799.0,9588.0,8.0,9.0,-0.1111,8.0,7.0,0.1429,0.0,0.0,-1.1743,8.0,8.0,0.8,28.0,0.0,30.0,33.0,0.2669,1.0,0,0,0,1,1,360.0,4183.45,40.0,80.0,0.2067,0.7515,0.6035,0.9679,0.2769
C-11403,2025-01-05,20.0,799.0,9588.0,26.0,21.0,0.2381,4.0,1.0,3.0,2.0,0.0,-0.1961,1.0,0.0,0.05,19.0,0.0,149.0,17.0,0.3689,0.0,0,1,1,1,0,360.0,4135.12,90.0,80.0,0.2159,0.5798,0.2891,0.9656,0.4428
C-11404,2025-07-01,12.0,399.0,4788.0,5.0,6.0,-0.1667,2.0,3.0,-0.3333,2.0,2.0,-0.9581,4.0,4.0,0.4,13.0,0.0,27.0,23.0,0.2968,1.0,1,1,0,1,1,360.0,1451.19,90.0,59.85,0.4489,0.5164,0.52,0.3779,0.666
C-11405,2026-02-23,11.0,149.0,1788.0,10.0,13.0,-0.2308,0.0,1.0,-1.0,1.0,0.0,-1.1149,4.0,2.0,0.3,11.0,1.0,36.0,7.0,0.2633,0.0,1,0,1,0,0,120.0,693.99,65.0,22.35,0.2943,0.2855,0.4158,0.1708,0.3385
C-11406,2024-03-24,22.0,249.0,2988.0,6.0,7.0,-0.1429,6.0,6.0,0.0,0.0,0.0,1.5991,8.0,7.0,0.75,23.0,0.0,91.0,24.0,0.5136,1.0,0,0,1,1,0,360.0,1346.74,40.0,37.35,0.1805,0.6791,0.6083,0.3436,0.267
C-11407,2024-05-21,52.0,149.0,1788.0,6.0,14.0,-0.5714,7.0,5.0,0.4,2.0,0.0,-0.2813,3.0,0.0,0.15,19.0,0.0,36.0,8.0,0.4926,0.0,0,1,1,0,0,120.0,685.09,90.0,22.35,0.3033,0.6197,0.323,0.169,0.4061
