external_id,created_at,company_size,industry,country,job_title,lead_source,website_visits,pricing_page_visits,demo_request,email_opens,email_clicks,sales_calls,days_since_contact,number_of_employees,previous_interactions,campaign_engagement,deal_amount,historical_call,converted,true_p0_converted
L-20464,2024-12-29,80.0,4.0,0.0,2.0,0.0,20.0,7.0,1.0,1.0,0.0,1.0,11.0,80.0,6.0,0.3598,8000.0,1.0,1,0.9743
L-20465,2026-05-20,8.0,4.0,5.0,1.0,0.0,23.0,4.0,0.0,4.0,2.0,2.0,10.0,8.0,6.0,0.1417,60000.0,1.0,1,0.8426
L-20466,2025-09-29,80.0,3.0,4.0,2.0,1.0,20.0,7.0,0.0,8.0,6.0,3.0,19.0,80.0,9.0,0.3768,15000.0,1.0,1,0.9619
L-20467,2025-04-16,200.0,5.0,0.0,0.0,4.0,10.0,5.0,0.0,4.0,0.0,0.0,37.0,200.0,9.0,0.1931,28000.0,0.0,0,0.3973
L-20468,2026-04-07,25.0,5.0,6.0,3.0,3.0,28.0,0.0,0.0,9.0,8.0,1.0,36.0,25.0,3.0,0.5128,8000.0,1.0,1,0.6761
L-20469,2025-07-15,25.0,0.0,4.0,2.0,4.0,28.0,0.0,1.0,10.0,7.0,2.0,24.0,25.0,2.0,0.2251,28000.0,1.0,1,0.9143
L-20470,2025-09-16,80.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,3.0,1.0,1.0,12.0,80.0,6.0,0.1494,4000.0,1.0,0,0.2288
L-20471,2025-05-22,25.0,4.0,4.0,2.0,1.0,4.0,1.0,0.0,10.0,8.0,2.0,6.0,25.0,4.0,0.3537,60000.0,0.0,0,0.543
L-20472,2026-05-31,80.0,5.0,1.0,4.0,4.0,8.0,3.0,1.0,3.0,1.0,3.0,18.0,80.0,1.0,0.0178,8000.0,1.0,1,0.7985
L-20473,2025-01-09,8.0,1.0,5.0,2.0,4.0,6.0,6.0,0.0,2.0,0.0,0.0,31.0,8.0,5.0,0.2917,4000.0,0.0,1,0.4459
L-20474,2025-05-09,2000.0,1.0,7.0,1.0,2.0,7.0,5.0,0.0,8.0,5.0,2.0,2.0,2000.0,3.0,0.3966,4000.0,1.0,1,0.852
L-20475,2025-04-17,600.0,3.0,6.0,2.0,1.0,10.0,5.0,0.0,2.0,1.0,2.0,35.0,600.0,2.0,0.3271,4000.0,0.0,1,0.6033
L-20476,2025-08-24,2000.0,3.0,0.0,2.0,3.0,21.0,3.0,0.0,4.0,0.0,2.0,4.0,2000.0,10.0,0.0368,60000.0,0.0,0,0.7661
L-20477,2026-02-02,8.0,3.0,1.0,0.0,4.0,1.0,7.0,1.0,2.0,0.0,1.0,37.0,8.0,9.0,0.1782,60000.0,1.0,1,0.7504
L-20478,2025-11-01,8.0,3.0,2.0,1.0,3.0,7.0,4.0,1.0,12.0,9.0,1.0,13.0,8.0,2.0,0.3047,4000.0,1.0,1,0.9202
L-20479,2026-05-13,80.0,5.0,2.0,4.0,1.0,22.0,7.0,0.0,6.0,2.0,3.0,6.0,80.0,1.0,0.4534,28000.0,1.0,1,0.9667
L-20480,2026-05-20,80.0,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,12.0,80.0,10.0,0.2085,60000.0,0.0,0,0.2928
L-20481,2025-03-23,200.0,1.0,5.0,4.0,3.0,24.0,0.0,0.0,11.0,7.0,4.0,6.0,200.0,8.0,0.442,8000.0,1.0,1,0.8752
L-20482,2024-06-20,200.0,1.0,7.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,28.0,200.0,9.0,0.053,60000.0,1.0,0,0.199
L-20483,2024-10-07,2000.0,3.0,4.0,1.0,1.0,3.0,0.0,0.0,13.0,12.0,4.0,39.0,2000.0,9.0,0.5605,15000.0,0.0,0,0.5144
L-20484,2025-12-22,2000.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,6.0,4.0,1.0,32.0,2000.0,4.0,0.4361,60000.0,1.0,0,0.1426
L-20485,2025-06-03,2000.0,4.0,2.0,1.0,0.0,27.0,4.0,0.0,10.0,8.0,4.0,33.0,2000.0,5.0,0.1938,28000.0,1.0,1,0.9398
L-20486,2025-03-20,200.0,1.0,0.0,4.0,3.0,4.0,2.0,0.0,6.0,5.0,1.0,24.0,200.0,5.0,0.6364,28000.0,1.0,0,0.4237
L-20487,2025-12-28,80.0,4.0,0.0,2.0,2.0,11.0,4.0,0.0,7.0,5.0,5.0,11.0,80.0,6.0,0.0747,15000.0,1.0,1,0.8591
L-20488,2024-07-07,600.0,0.0,0.0,0.0,1.0,25.0,6.0,1.0,9.0,5.0,2.0,6.0,600.0,4.0,0.3143,8000.0,1.0,1,0.9911
L-20489,2025-11-13,600.0,2.0,7.0,3.0,4.0,28.0,2.0,0.0,13.0,9.0,1.0,2.0,600.0,11.0,0.1764,28000.0,1.0,1,0.9148
L-20490,2026-02-01,2000.0,5.0,4.0,2.0,3.0,4.0,7.0,0.0,8.0,4.0,3.0,14.0,2000.0,9.0,0.2417,8000.0,1.0,1,0.863
L-20491,2025-07-24,80.0,1.0,1.0,4.0,1.0,7.0,5.0,0.0,2.0,1.0,1.0,24.0,80.0,11.0,0.229,28000.0,1.0,0,0.5267
L-20492,2025-12-24,2000.0,2.0,4.0,3.0,2.0,20.0,7.0,0.0,1.0,0.0,3.0,17.0,2000.0,9.0,0.7335,15000.0,1.0,1,0.9523
L-20493,2026-05-16,8.0,2.0,1.0,2.0,4.0,5.0,4.0,0.0,1.0,0.0,3.0,39.0,8.0,3.0,0.2108,8000.0,0.0,0,0.3636
L-20494,2026-05-25,600.0,4.0,6.0,0.0,3.0,7.0,1.0,0.0,7.0,5.0,1.0,16.0,600.0,3.0,0.8983,15000.0,1.0,0,0.5233
L-20495,2025-09-14,25.0,3.0,4.0,2.0,0.0,21.0,1.0,1.0,11.0,7.0,5.0,28.0,25.0,3.0,0.1155,15000.0,1.0,1,0.9363
L-20496,2025-08-27,8.0,5.0,3.0,1.0,4.0,12.0,3.0,1.0,7.0,5.0,2.0,18.0,8.0,4.0,0.1665,28000.0,0.0,0,0.8798
L-20497,2026-01-05,8.0,1.0,3.0,3.0,4.0,1.0,1.0,0.0,3.0,0.0,3.0,17.0,8.0,11.0,0.2098,60000.0,0.0,0,0.2191
L-20498,2025-03-05,8.0,0.0,2.0,2.0,2.0,12.0,6.0,0.0,4.0,3.0,3.0,32.0,8.0,8.0,0.0547,28000.0,0.0,1,0.7558
L-20499,2025-08-23,25.0,2.0,5.0,1.0,0.0,10.0,6.0,1.0,8.0,4.0,1.0,0.0,25.0,1.0,0.2119,60000.0,1.0,0,0.9579
L-20500,2025-11-04,200.0,0.0,6.0,3.0,0.0,15.0,0.0,0.0,1.0,0.0,5.0,6.0,200.0,0.0,0.4135,60000.0,1.0,0,0.6484
L-20501,2026-02-23,200.0,2.0,7.0,0.0,0.0,4.0,7.0,1.0,10.0,10.0,1.0,23.0,200.0,9.0,0.7042,4000.0,1.0,1,0.9716
L-20502,2024-09-09,8.0,1.0,2.0,2.0,1.0,29.0,2.0,0.0,6.0,2.0,2.0,22.0,8.0,3.0,0.2439,8000.0,1.0,0,0.7667
L-20503,2025-05-25,80.0,2.0,0.0,4.0,0.0,27.0,5.0,0.0,9.0,7.0,5.0,17.0,80.0,6.0,0.6942,60000.0,1.0,1,0.983
L-20504,2024-09-23,25.0,3.0,5.0,1.0,3.0,1.0,7.0,1.0,8.0,8.0,0.0,12.0,25.0,4.0,0.5533,15000.0,1.0,1,0.9494
L-20505,2024-08-28,200.0,1.0,4.0,3.0,1.0,9.0,2.0,0.0,11.0,11.0,5.0,20.0,200.0,2.0,0.0249,28000.0,1.0,1,0.7993
L-20506,2026-04-27,80.0,3.0,4.0,3.0,0.0,16.0,3.0,0.0,0.0,0.0,2.0,35.0,80.0,2.0,0.487,28000.0,1.0,1,0.5396
L-20507,2024-11-24,200.0,5.0,5.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,5.0,6.0,200.0,6.0,0.3863,15000.0,1.0,1,0.7125
L-20508,2025-04-14,80.0,5.0,5.0,1.0,1.0,21.0,0.0,0.0,9.0,7.0,3.0,3.0,80.0,6.0,0.292,60000.0,1.0,0,0.7995
L-20509,2025-10-30,25.0,2.0,5.0,4.0,2.0,5.0,4.0,1.0,0.0,0.0,5.0,36.0,25.0,10.0,0.3998,15000.0,1.0,1,0.8367
L-20510,2025-09-30,25.0,3.0,1.0,3.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,27.0,25.0,4.0,0.2656,60000.0,0.0,0,0.383
L-20511,2025-07-08,2000.0,2.0,2.0,4.0,0.0,15.0,4.0,0.0,6.0,4.0,2.0,38.0,2000.0,7.0,0.1438,15000.0,1.0,1,0.6485
L-20512,2025-07-29,200.0,4.0,1.0,1.0,1.0,19.0,1.0,0.0,10.0,7.0,4.0,32.0,200.0,5.0,0.0807,8000.0,0.0,1,0.6883
L-20513,2026-01-10,80.0,1.0,0.0,4.0,4.0,3.0,5.0,0.0,10.0,7.0,2.0,35.0,80.0,11.0,0.1676,8000.0,1.0,1,0.5918
L-20514,2024-08-04,25.0,5.0,7.0,3.0,2.0,6.0,0.0,0.0,11.0,11.0,5.0,32.0,25.0,0.0,0.4004,4000.0,1.0,1,0.5877
L-20515,2025-06-12,25.0,5.0,1.0,4.0,2.0,5.0,4.0,0.0,2.0,0.0,1.0,36.0,25.0,4.0,0.2931,28000.0,1.0,0,0.2969
L-20516,2025-10-12,200.0,3.0,4.0,3.0,0.0,21.0,4.0,0.0,12.0,10.0,5.0,17.0,200.0,0.0,0.5847,15000.0,1.0,1,0.9711
L-20517,2025-09-14,200.0,5.0,5.0,3.0,4.0,1.0,7.0,0.0,13.0,11.0,5.0,9.0,200.0,9.0,0.5214,4000.0,1.0,1,0.9633
L-20518,2024-10-06,25.0,2.0,0.0,3.0,4.0,23.0,0.0,0.0,13.0,12.0,4.0,10.0,25.0,7.0,0.4885,28000.0,1.0,1,0.9108
L-20519,2025-12-06,200.0,0.0,5.0,2.0,4.0,14.0,1.0,0.0,8.0,5.0,3.0,30.0,200.0,7.0,0.6005,28000.0,0.0,1,0.6059
L-20520,2026-05-06,80.0,5.0,7.0,0.0,1.0,20.0,0.0,0.0,2.0,2.0,0.0,29.0,80.0,7.0,0.2243,28000.0,0.0,0,0.2916
L-20521,2025-08-08,200.0,5.0,6.0,2.0,4.0,19.0,5.0,1.0,4.0,4.0,0.0,25.0,200.0,5.0,0.1624,8000.0,1.0,1,0.9252
L-20522,2025-11-26,200.0,3.0,2.0,2.0,1.0,14.0,0.0,0.0,5.0,5.0,4.0,29.0,200.0,10.0,0.5128,8000.0,0.0,1,0.5699
L-20523,2024-07-10,600.0,2.0,1.0,4.0,1.0,27.0,1.0,0.0,12.0,9.0,4.0,32.0,600.0,6.0,0.4665,15000.0,1.0,1,0.8864
L-20524,2024-08-21,2000.0,2.0,4.0,3.0,1.0,29.0,2.0,0.0,12.0,10.0,3.0,34.0,2000.0,3.0,0.2477,15000.0,1.0,1,0.9017
L-20525,2024-09-16,80.0,0.0,4.0,2.0,0.0,29.0,0.0,0.0,10.0,10.0,1.0,2.0,80.0,4.0,0.8647,4000.0,1.0,1,0.919
L-20526,2024-10-09,2000.0,3.0,5.0,1.0,2.0,9.0,2.0,0.0,1.0,1.0,2.0,26.0,2000.0,1.0,0.4822,28000.0,1.0,1,0.4347
L-20527,2025-07-19,25.0,5.0,6.0,2.0,0.0,20.0,7.0,0.0,0.0,0.0,3.0,35.0,25.0,9.0,0.7195,15000.0,1.0,1,0.909
L-20528,2025-07-10,80.0,2.0,5.0,4.0,0.0,19.0,4.0,1.0,1.0,0.0,2.0,25.0,80.0,3.0,0.256,28000.0,1.0,1,0.9039
L-20529,2025-05-24,2000.0,4.0,4.0,1.0,3.0,19.0,1.0,1.0,7.0,5.0,5.0,29.0,2000.0,3.0,0.559,60000.0,1.0,1,0.9425
L-20530,2026-01-03,2000.0,0.0,3.0,3.0,4.0,3.0,6.0,0.0,7.0,7.0,4.0,1.0,2000.0,1.0,0.4423,15000.0,1.0,1,0.9303
L-20531,2025-03-23,200.0,3.0,5.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,30.0,200.0,2.0,0.159,28000.0,0.0,0,0.0674
L-20532,2024-09-22,600.0,2.0,6.0,1.0,1.0,12.0,4.0,0.0,12.0,11.0,2.0,28.0,600.0,7.0,0.366,28000.0,1.0,1,0.8421
L-20533,2025-02-21,8.0,3.0,0.0,4.0,4.0,29.0,6.0,0.0,5.0,2.0,2.0,17.0,8.0,4.0,0.0784,28000.0,1.0,1,0.9303
L-20534,2025-12-14,600.0,3.0,7.0,1.0,4.0,17.0,0.0,0.0,3.0,1.0,2.0,30.0,600.0,8.0,0.7963,28000.0,0.0,0,0.4505
L-20535,2026-01-08,25.0,0.0,1.0,2.0,1.0,7.0,1.0,0.0,6.0,5.0,4.0,22.0,25.0,0.0,0.4761,28000.0,0.0,0,0.5456
L-20536,2024-10-30,8.0,1.0,7.0,0.0,0.0,20.0,6.0,0.0,9.0,5.0,1.0,30.0,8.0,8.0,0.3916,4000.0,1.0,1,0.8668
L-20537,2025-12-23,80.0,0.0,6.0,3.0,2.0,10.0,5.0,0.0,4.0,0.0,1.0,20.0,80.0,6.0,0.1769,8000.0,1.0,1,0.5744
L-20538,2024-12-22,2000.0,5.0,3.0,3.0,1.0,11.0,7.0,0.0,1.0,0.0,4.0,13.0,2000.0,7.0,0.4431,8000.0,1.0,1,0.9154
L-20539,2026-03-06,200.0,2.0,6.0,0.0,0.0,18.0,4.0,0.0,12.0,10.0,1.0,22.0,200.0,6.0,0.384,8000.0,0.0,1,0.8749
L-20540,2025-03-14,25.0,1.0,0.0,0.0,2.0,21.0,6.0,1.0,7.0,3.0,4.0,38.0,25.0,4.0,0.0754,60000.0,1.0,1,0.9668
L-20541,2026-05-07,2000.0,4.0,4.0,3.0,4.0,15.0,2.0,0.0,8.0,6.0,0.0,39.0,2000.0,6.0,0.5888,4000.0,1.0,1,0.5058
L-20542,2025-08-19,2000.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,8.0,4.0,3.0,8.0,2000.0,4.0,0.0227,60000.0,1.0,1,0.8512
L-20543,2026-01-28,25.0,4.0,2.0,3.0,4.0,7.0,0.0,0.0,9.0,6.0,1.0,7.0,25.0,2.0,0.0538,28000.0,0.0,0,0.3258
L-20544,2024-11-25,600.0,1.0,5.0,1.0,3.0,14.0,5.0,0.0,9.0,8.0,1.0,26.0,600.0,10.0,0.4627,28000.0,1.0,0,0.8483
L-20545,2024-11-17,600.0,2.0,7.0,0.0,4.0,13.0,7.0,0.0,13.0,9.0,3.0,33.0,600.0,11.0,0.5911,8000.0,1.0,1,0.9462
L-20546,2024-08-22,600.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,3.0,34.0,600.0,11.0,0.403,8000.0,0.0,0,0.2137
L-20547,2025-12-10,2000.0,4.0,5.0,2.0,2.0,23.0,0.0,1.0,9.0,7.0,5.0,30.0,2000.0,9.0,0.7298,28000.0,1.0,1,0.9581
L-20548,2025-03-13,80.0,0.0,6.0,4.0,0.0,3.0,0.0,0.0,11.0,10.0,3.0,20.0,80.0,11.0,0.3058,8000.0,0.0,1,0.4516
L-20549,2025-07-21,80.0,3.0,2.0,2.0,0.0,14.0,5.0,1.0,10.0,10.0,4.0,1.0,80.0,5.0,0.3063,4000.0,1.0,1,0.9906
L-20550,2025-05-26,8.0,0.0,5.0,3.0,2.0,7.0,1.0,0.0,8.0,6.0,0.0,18.0,8.0,3.0,0.3132,4000.0,1.0,1,0.3191
L-20551,2025-02-08,600.0,0.0,6.0,0.0,0.0,13.0,3.0,0.0,10.0,9.0,0.0,23.0,600.0,6.0,0.6026,60000.0,1.0,1,0.7364
L-20552,2025-04-28,600.0,2.0,6.0,1.0,2.0,4.0,7.0,0.0,9.0,5.0,0.0,24.0,600.0,4.0,0.6836,15000.0,0.0,1,0.7807
L-20553,2025-08-28,8.0,4.0,2.0,3.0,0.0,28.0,5.0,0.0,7.0,7.0,1.0,7.0,8.0,5.0,0.5281,60000.0,1.0,1,0.9614
L-20554,2024-09-04,2000.0,4.0,5.0,0.0,2.0,5.0,4.0,1.0,6.0,3.0,0.0,39.0,2000.0,11.0,0.276,28000.0,1.0,1,0.6641
L-20555,2026-01-26,80.0,4.0,0.0,3.0,0.0,10.0,4.0,0.0,10.0,9.0,1.0,14.0,80.0,1.0,0.822,15000.0,1.0,0,0.857
L-20556,2024-08-27,8.0,2.0,5.0,1.0,0.0,10.0,3.0,1.0,4.0,0.0,4.0,16.0,8.0,11.0,0.5977,28000.0,1.0,1,0.8983
L-20557,2024-08-25,25.0,2.0,5.0,3.0,2.0,19.0,6.0,0.0,5.0,2.0,2.0,4.0,25.0,3.0,0.4141,8000.0,0.0,1,0.9253
L-20558,2024-11-27,25.0,5.0,3.0,4.0,2.0,18.0,1.0,1.0,2.0,1.0,4.0,16.0,25.0,9.0,0.2198,15000.0,0.0,1,0.8735
L-20559,2025-08-04,80.0,1.0,5.0,1.0,2.0,13.0,0.0,1.0,11.0,10.0,4.0,7.0,80.0,2.0,0.0749,60000.0,1.0,1,0.9197
L-20560,2026-02-08,80.0,2.0,6.0,1.0,2.0,29.0,3.0,0.0,1.0,0.0,1.0,1.0,80.0,11.0,0.3751,8000.0,1.0,0,0.8662
L-20561,2026-02-24,25.0,5.0,6.0,4.0,4.0,15.0,2.0,1.0,13.0,12.0,0.0,11.0,25.0,3.0,0.5387,4000.0,1.0,1,0.9426
L-20562,2026-03-30,600.0,2.0,3.0,2.0,4.0,1.0,7.0,0.0,12.0,8.0,2.0,3.0,600.0,7.0,0.7792,4000.0,1.0,1,0.9312
L-20563,2025-06-07,600.0,2.0,6.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,2.0,9.0,600.0,10.0,0.3989,60000.0,0.0,0,0.2756
L-20564,2024-11-02,200.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,9.0,8.0,4.0,2.0,200.0,6.0,0.1281,8000.0,0.0,1,0.6649
L-20565,2025-04-05,200.0,3.0,4.0,4.0,2.0,22.0,2.0,0.0,6.0,6.0,0.0,15.0,200.0,11.0,0.1511,28000.0,1.0,1,0.6976
L-20566,2025-02-09,200.0,1.0,3.0,4.0,0.0,27.0,2.0,0.0,8.0,7.0,2.0,15.0,200.0,10.0,0.3454,60000.0,1.0,1,0.884
L-20567,2024-12-23,600.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,5.0,27.0,600.0,11.0,0.1974,60000.0,1.0,1,0.7451
L-20568,2025-02-19,8.0,2.0,0.0,3.0,2.0,11.0,3.0,0.0,13.0,13.0,0.0,25.0,8.0,7.0,0.4023,15000.0,1.0,1,0.7256
L-20569,2024-11-20,80.0,3.0,7.0,0.0,0.0,1.0,7.0,0.0,11.0,9.0,1.0,7.0,80.0,8.0,0.3129,60000.0,1.0,0,0.8667
L-20570,2025-07-19,8.0,4.0,7.0,4.0,2.0,26.0,0.0,1.0,11.0,9.0,2.0,28.0,8.0,7.0,0.6422,15000.0,1.0,1,0.9351
L-20571,2026-03-09,25.0,0.0,3.0,2.0,4.0,9.0,3.0,0.0,1.0,1.0,5.0,17.0,25.0,10.0,0.5183,4000.0,1.0,1,0.7312
L-20572,2026-05-07,200.0,4.0,1.0,0.0,0.0,8.0,5.0,0.0,13.0,10.0,2.0,0.0,200.0,2.0,0.3293,28000.0,1.0,1,0.9134
L-20573,2024-08-16,25.0,0.0,7.0,0.0,2.0,24.0,3.0,0.0,12.0,12.0,5.0,13.0,25.0,2.0,0.1684,60000.0,1.0,1,0.9653
L-20574,2024-09-03,200.0,4.0,3.0,4.0,0.0,22.0,7.0,0.0,12.0,11.0,0.0,4.0,200.0,7.0,0.5103,28000.0,1.0,1,0.9789
L-20575,2024-12-29,25.0,4.0,3.0,3.0,2.0,21.0,7.0,0.0,8.0,5.0,5.0,33.0,25.0,7.0,0.7788,4000.0,1.0,1,0.9733
L-20576,2025-01-07,8.0,5.0,5.0,1.0,2.0,16.0,3.0,0.0,2.0,2.0,4.0,26.0,8.0,3.0,0.1477,28000.0,0.0,0,0.6885
L-20577,2025-03-28,600.0,5.0,1.0,1.0,4.0,2.0,2.0,0.0,9.0,9.0,0.0,26.0,600.0,9.0,0.7634,8000.0,0.0,0,0.463
L-20578,2025-10-26,2000.0,5.0,0.0,4.0,1.0,28.0,2.0,0.0,7.0,7.0,5.0,22.0,2000.0,6.0,0.6488,8000.0,1.0,1,0.9524
L-20579,2025-01-09,2000.0,3.0,0.0,4.0,4.0,4.0,2.0,0.0,5.0,1.0,4.0,15.0,2000.0,1.0,0.567,60000.0,0.0,1,0.5606
L-20580,2024-12-30,8.0,3.0,5.0,1.0,0.0,7.0,2.0,0.0,1.0,0.0,4.0,22.0,8.0,6.0,0.5817,28000.0,1.0,0,0.4985
L-20581,2024-12-19,25.0,1.0,7.0,1.0,4.0,1.0,6.0,0.0,1.0,0.0,0.0,21.0,25.0,9.0,0.2451,15000.0,0.0,1,0.4194
L-20582,2025-01-05,200.0,5.0,5.0,0.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,7.0,200.0,8.0,0.5896,4000.0,0.0,1,0.606
L-20583,2024-07-06,8.0,2.0,2.0,4.0,0.0,0.0,4.0,0.0,12.0,9.0,2.0,35.0,8.0,7.0,0.5068,60000.0,1.0,1,0.5638
L-20584,2026-03-09,200.0,2.0,5.0,1.0,0.0,3.0,2.0,0.0,9.0,9.0,3.0,31.0,200.0,3.0,0.2217,60000.0,0.0,0,0.5023
L-20585,2025-10-04,8.0,0.0,7.0,1.0,3.0,3.0,0.0,0.0,6.0,3.0,2.0,2.0,8.0,9.0,0.0907,4000.0,0.0,0,0.2674
L-20586,2025-09-08,2000.0,2.0,1.0,1.0,2.0,22.0,2.0,0.0,13.0,10.0,5.0,10.0,2000.0,8.0,0.1386,60000.0,1.0,1,0.9415
L-20587,2025-02-19,8.0,0.0,0.0,3.0,1.0,4.0,3.0,0.0,10.0,8.0,4.0,0.0,8.0,0.0,0.1526,28000.0,1.0,1,0.7921
L-20588,2025-07-05,600.0,0.0,2.0,3.0,4.0,5.0,7.0,0.0,9.0,6.0,5.0,37.0,600.0,4.0,0.6913,8000.0,1.0,0,0.9119
L-20589,2026-02-05,80.0,5.0,2.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0,0.0,23.0,80.0,2.0,0.4106,28000.0,0.0,0,0.2498
L-20590,2025-10-28,200.0,4.0,0.0,2.0,3.0,28.0,5.0,0.0,11.0,10.0,3.0,34.0,200.0,9.0,0.1051,15000.0,1.0,1,0.9519
L-20591,2025-02-14,600.0,1.0,5.0,1.0,1.0,8.0,4.0,0.0,2.0,0.0,4.0,11.0,600.0,1.0,0.3468,15000.0,0.0,1,0.7363
L-20592,2025-09-21,80.0,4.0,7.0,1.0,3.0,17.0,6.0,0.0,6.0,3.0,0.0,19.0,80.0,10.0,0.1062,8000.0,1.0,1,0.7835
L-20593,2026-04-22,80.0,4.0,4.0,1.0,0.0,22.0,0.0,0.0,2.0,2.0,5.0,28.0,80.0,7.0,0.4663,4000.0,0.0,1,0.6836
L-20594,2024-10-29,80.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,9.0,5.0,5.0,16.0,80.0,5.0,0.3359,60000.0,0.0,1,0.5307
L-20595,2026-02-21,80.0,4.0,1.0,4.0,2.0,14.0,3.0,1.0,2.0,0.0,2.0,16.0,80.0,8.0,0.1379,28000.0,1.0,1,0.8395
L-20596,2024-09-15,25.0,0.0,6.0,0.0,4.0,5.0,7.0,0.0,0.0,0.0,2.0,16.0,25.0,10.0,0.3054,15000.0,1.0,1,0.7406
L-20597,2025-06-25,2000.0,3.0,3.0,3.0,3.0,7.0,0.0,0.0,10.0,8.0,2.0,22.0,2000.0,5.0,0.7807,4000.0,1.0,1,0.5264
L-20598,2026-04-24,600.0,4.0,1.0,4.0,2.0,26.0,6.0,0.0,7.0,3.0,2.0,0.0,600.0,6.0,0.7216,4000.0,1.0,1,0.9757
L-20599,2025-04-24,2000.0,1.0,3.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,4.0,20.0,2000.0,7.0,0.4126,60000.0,1.0,1,0.6212
L-20600,2024-08-26,25.0,1.0,4.0,1.0,4.0,25.0,6.0,0.0,12.0,10.0,4.0,19.0,25.0,6.0,0.2866,15000.0,1.0,1,0.98
L-20601,2025-10-15,8.0,1.0,0.0,2.0,2.0,4.0,5.0,0.0,3.0,3.0,2.0,17.0,8.0,11.0,0.1089,4000.0,1.0,1,0.5959
L-20602,2025-03-12,2000.0,2.0,5.0,2.0,2.0,5.0,1.0,0.0,13.0,13.0,3.0,20.0,2000.0,10.0,0.4525,15000.0,0.0,0,0.7131
L-20603,2024-09-02,25.0,0.0,4.0,2.0,4.0,23.0,1.0,0.0,2.0,0.0,4.0,2.0,25.0,3.0,0.76,4000.0,0.0,1,0.8479
L-20604,2025-03-18,80.0,2.0,1.0,0.0,1.0,21.0,4.0,0.0,1.0,1.0,5.0,27.0,80.0,9.0,0.3594,28000.0,1.0,1,0.8704
L-20605,2025-02-12,2000.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,8.0,4.0,2.0,35.0,2000.0,4.0,0.8055,8000.0,0.0,0,0.3118
L-20606,2026-01-21,600.0,1.0,6.0,3.0,2.0,24.0,5.0,0.0,11.0,9.0,4.0,21.0,600.0,4.0,0.3132,60000.0,1.0,1,0.9679
L-20607,2025-11-06,600.0,5.0,0.0,1.0,3.0,18.0,0.0,0.0,0.0,0.0,3.0,38.0,600.0,10.0,0.2828,4000.0,0.0,0,0.3339
L-20608,2025-07-28,200.0,5.0,2.0,2.0,0.0,10.0,3.0,0.0,2.0,0.0,3.0,5.0,200.0,2.0,0.6927,15000.0,1.0,1,0.7395
L-20609,2025-08-04,2000.0,5.0,3.0,1.0,1.0,12.0,6.0,0.0,10.0,7.0,3.0,27.0,2000.0,1.0,0.4977,8000.0,1.0,1,0.9114
L-20610,2025-12-22,25.0,0.0,3.0,2.0,2.0,6.0,5.0,1.0,7.0,5.0,5.0,11.0,25.0,0.0,0.8347,28000.0,1.0,1,0.9782
L-20611,2025-08-31,600.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,11.0,8.0,3.0,38.0,600.0,3.0,0.541,4000.0,1.0,1,0.6506
L-20612,2025-07-24,200.0,0.0,5.0,0.0,3.0,9.0,6.0,0.0,13.0,10.0,2.0,0.0,200.0,0.0,0.315,15000.0,1.0,1,0.9412
L-20613,2025-01-09,80.0,5.0,6.0,1.0,2.0,6.0,6.0,0.0,8.0,4.0,1.0,31.0,80.0,7.0,0.2537,15000.0,0.0,1,0.6339
L-20614,2025-10-02,25.0,0.0,7.0,2.0,3.0,21.0,5.0,1.0,9.0,7.0,4.0,14.0,25.0,0.0,0.1752,28000.0,1.0,1,0.9868
L-20615,2024-09-23,200.0,5.0,2.0,3.0,4.0,25.0,1.0,0.0,2.0,0.0,0.0,17.0,200.0,1.0,0.1725,4000.0,1.0,1,0.4912
L-20616,2024-07-21,8.0,3.0,1.0,4.0,4.0,19.0,3.0,0.0,6.0,2.0,5.0,32.0,8.0,9.0,0.277,28000.0,1.0,1,0.772
L-20617,2025-02-02,600.0,5.0,7.0,0.0,2.0,18.0,0.0,0.0,2.0,2.0,5.0,18.0,600.0,7.0,0.7347,15000.0,1.0,0,0.7419
L-20618,2025-06-12,600.0,2.0,3.0,4.0,4.0,26.0,5.0,0.0,8.0,5.0,4.0,28.0,600.0,3.0,0.2559,4000.0,1.0,0,0.944
