external_id,created_at,trip_length,party_size,booking_lead_days,past_hotels,past_cars,past_activities,search_hotel,search_activity,loyalty_tier,fare_class,email_clicks,bought_ancillary,true_p0_ancillary,true_p_hotel,true_p_activity,true_p_car,true_p_insurance,true_p_bundle,offer_value
T-40457,2025-08-12,9.0,1.0,11.0,3.0,2.0,4.0,1.0,7.0,0.0,1.0,3.0,1,0.95,0.7595,0.8699,0.3894,0.151,0.8092,120.0
T-40458,2025-08-21,7.0,1.0,40.0,0.0,2.0,3.0,2.0,5.0,2.0,0.0,0.0,1,0.9283,0.53,0.7503,0.3894,0.1502,0.6291,120.0
T-40459,2026-04-18,7.0,1.0,37.0,7.0,1.0,1.0,6.0,3.0,2.0,1.0,0.0,1,0.95,0.9641,0.475,0.2789,0.1746,0.744,120.0
T-40460,2026-05-25,13.0,2.0,30.0,3.0,1.0,2.0,8.0,1.0,1.0,1.0,5.0,1,0.95,0.9388,0.475,0.31,0.168,0.7301,120.0
T-40461,2026-01-22,2.0,4.0,31.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,4.0,1,0.8615,0.4725,0.475,0.5,0.1989,0.4736,120.0
T-40462,2025-10-05,9.0,4.0,70.0,7.0,1.0,5.0,8.0,2.0,3.0,2.0,1.0,1,0.95,0.9783,0.7858,0.3775,0.2435,0.8917,120.0
T-40463,2025-06-21,6.0,3.0,34.0,2.0,0.0,3.0,2.0,7.0,0.0,2.0,5.0,1,0.95,0.677,0.8176,0.2405,0.2021,0.7403,120.0
T-40464,2025-09-04,5.0,3.0,2.0,5.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,1,0.9431,0.888,0.3318,0.2405,0.1435,0.6377,120.0
T-40465,2025-11-20,7.0,2.0,6.0,1.0,0.0,5.0,6.0,3.0,2.0,1.0,3.0,1,0.95,0.7667,0.8176,0.2142,0.1468,0.7896,120.0
T-40466,2026-02-18,8.0,4.0,48.0,1.0,2.0,3.0,5.0,7.0,3.0,1.0,1.0,1,0.95,0.7484,0.8176,0.5,0.1854,0.7795,120.0
T-40467,2025-06-15,2.0,1.0,87.0,4.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,1,0.9085,0.7191,0.3318,0.5125,0.2279,0.5448,120.0
T-40468,2025-09-28,8.0,1.0,71.0,4.0,3.0,4.0,8.0,7.0,0.0,2.0,3.0,1,0.95,0.9358,0.8699,0.5125,0.2448,0.9,120.0
T-40469,2026-01-05,11.0,1.0,7.0,1.0,3.0,0.0,6.0,3.0,1.0,0.0,3.0,1,0.9451,0.8191,0.3775,0.5125,0.1242,0.6204,120.0
T-40470,2025-05-07,3.0,4.0,58.0,2.0,3.0,5.0,0.0,2.0,0.0,2.0,2.0,1,0.95,0.5349,0.7858,0.6225,0.2291,0.6478,120.0
T-40471,2026-05-16,7.0,1.0,15.0,3.0,3.0,3.0,9.0,2.0,0.0,2.0,1.0,1,0.95,0.9191,0.6225,0.5125,0.1824,0.7856,120.0
T-40472,2025-09-07,5.0,4.0,73.0,5.0,3.0,5.0,2.0,0.0,3.0,0.0,0.0,1,0.95,0.8468,0.7109,0.6225,0.1804,0.7857,120.0
T-40473,2025-12-20,11.0,4.0,71.0,0.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,1,0.95,0.7271,0.8699,0.7311,0.2097,0.7914,120.0
T-40474,2025-09-17,5.0,2.0,8.0,7.0,4.0,0.0,7.0,1.0,0.0,2.0,4.0,1,0.95,0.9648,0.2891,0.6682,0.1756,0.6607,120.0
T-40475,2026-04-26,9.0,3.0,3.0,1.0,4.0,1.0,9.0,4.0,2.0,0.0,2.0,1,0.95,0.8688,0.525,0.7006,0.1213,0.7141,120.0
T-40476,2025-06-19,2.0,1.0,6.0,0.0,3.0,2.0,2.0,7.0,2.0,1.0,1.0,1,0.9307,0.4305,0.7503,0.5125,0.1468,0.5744,120.0
T-40477,2025-05-26,9.0,4.0,27.0,5.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,1,0.95,0.8641,0.6682,0.6225,0.1652,0.776,120.0
T-40478,2025-07-28,12.0,2.0,19.0,2.0,3.0,1.0,1.0,6.0,0.0,2.0,4.0,1,0.95,0.7389,0.6225,0.5498,0.1864,0.6865,120.0
T-40479,2025-09-26,5.0,3.0,5.0,4.0,3.0,0.0,2.0,4.0,3.0,2.0,2.0,1,0.95,0.7958,0.4256,0.5866,0.1727,0.6292,120.0
T-40480,2025-06-27,4.0,3.0,75.0,5.0,3.0,1.0,0.0,5.0,2.0,2.0,2.0,1,0.95,0.7807,0.5744,0.5866,0.2497,0.6879,120.0
T-40481,2026-02-02,13.0,4.0,35.0,5.0,3.0,0.0,9.0,0.0,1.0,2.0,0.0,1,0.95,0.9737,0.2497,0.6225,0.2032,0.6479,120.0
T-40482,2025-09-16,3.0,1.0,20.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,1,0.7953,0.4061,0.5744,0.19,0.1589,0.4819,120.0
T-40483,2025-06-04,3.0,3.0,66.0,6.0,2.0,2.0,8.0,4.0,2.0,2.0,5.0,1,0.95,0.9517,0.6225,0.4626,0.2387,0.8035,120.0
T-40484,2025-06-28,2.0,4.0,63.0,2.0,0.0,4.0,3.0,4.0,2.0,0.0,3.0,1,0.9445,0.6457,0.7858,0.2689,0.1708,0.7087,120.0
T-40485,2025-12-22,9.0,2.0,68.0,4.0,0.0,3.0,4.0,2.0,1.0,2.0,0.0,1,0.95,0.8849,0.6225,0.2142,0.2411,0.7668,120.0
T-40486,2026-03-22,12.0,2.0,85.0,5.0,2.0,4.0,2.0,7.0,0.0,0.0,2.0,1,0.95,0.9064,0.8699,0.4256,0.1926,0.89,120.0
T-40487,2025-07-29,5.0,2.0,28.0,6.0,2.0,0.0,7.0,2.0,3.0,2.0,0.0,1,0.95,0.9507,0.3318,0.4256,0.1957,0.6722,120.0
T-40488,2026-04-05,11.0,3.0,54.0,2.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,1,0.9019,0.6857,0.525,0.343,0.2244,0.6134,120.0
T-40489,2025-11-02,7.0,4.0,81.0,7.0,4.0,4.0,3.0,5.0,0.0,0.0,1.0,1,0.95,0.9399,0.8176,0.7311,0.1885,0.8849,120.0
T-40490,2026-01-15,11.0,4.0,14.0,5.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,1,0.95,0.8993,0.7503,0.7311,0.1814,0.8323,120.0
T-40491,2026-03-21,6.0,3.0,89.0,6.0,0.0,5.0,9.0,6.0,1.0,0.0,4.0,1,0.95,0.9677,0.8909,0.2405,0.1968,0.9,120.0
T-40492,2025-09-16,9.0,3.0,63.0,1.0,1.0,4.0,3.0,0.0,3.0,0.0,4.0,1,0.9236,0.6921,0.6225,0.343,0.1708,0.6608,120.0
T-40493,2026-05-10,10.0,4.0,53.0,5.0,0.0,0.0,8.0,5.0,0.0,2.0,3.0,1,0.95,0.9605,0.475,0.2689,0.2233,0.742,120.0
T-40494,2026-03-06,12.0,2.0,62.0,6.0,3.0,3.0,1.0,6.0,3.0,2.0,5.0,1,0.95,0.9198,0.7858,0.5498,0.2339,0.8595,120.0
T-40495,2025-12-27,5.0,3.0,64.0,1.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0,1,0.95,0.6615,0.7858,0.343,0.2021,0.7175,120.0
T-40496,2026-04-21,10.0,3.0,57.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1,0.9112,0.7427,0.475,0.343,0.1947,0.6222,120.0
T-40497,2026-02-21,13.0,3.0,63.0,7.0,2.0,2.0,4.0,0.0,3.0,2.0,4.0,1,0.95,0.968,0.4256,0.4626,0.2351,0.7239,120.0
T-40498,2026-03-09,12.0,1.0,12.0,0.0,2.0,4.0,8.0,1.0,2.0,2.0,1.0,1,0.95,0.832,0.6682,0.3894,0.1795,0.7583,120.0
T-40499,2026-03-01,4.0,1.0,57.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,3.0,1,0.8576,0.3823,0.6225,0.3894,0.2279,0.4903,120.0
T-40500,2025-06-28,11.0,4.0,18.0,6.0,0.0,0.0,5.0,6.0,3.0,0.0,2.0,1,0.95,0.9561,0.525,0.2689,0.1324,0.7621,120.0
T-40501,2025-08-23,2.0,2.0,15.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,1,0.8872,0.3452,0.7503,0.31,0.1545,0.5275,120.0
T-40502,2025-03-10,4.0,4.0,63.0,0.0,4.0,3.0,7.0,5.0,0.0,2.0,1.0,1,0.95,0.6857,0.7503,0.7311,0.2351,0.7147,120.0
T-40503,2025-04-20,2.0,2.0,28.0,1.0,0.0,4.0,7.0,2.0,2.0,1.0,3.0,1,0.9376,0.7251,0.7109,0.2142,0.1661,0.7187,120.0
T-40504,2025-10-13,2.0,3.0,52.0,5.0,3.0,5.0,7.0,5.0,3.0,1.0,0.0,1,0.95,0.9145,0.8699,0.5866,0.1895,0.8944,120.0
T-40505,2026-01-30,11.0,4.0,26.0,1.0,0.0,1.0,2.0,4.0,1.0,2.0,4.0,1,0.8916,0.6878,0.525,0.2689,0.1936,0.6145,120.0
T-40506,2026-03-28,6.0,1.0,50.0,7.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,1,0.95,0.9097,0.3318,0.3894,0.2198,0.6497,120.0
T-40507,2026-05-27,3.0,4.0,45.0,4.0,1.0,2.0,5.0,2.0,3.0,1.0,2.0,1,0.95,0.8507,0.525,0.3775,0.1824,0.7041,120.0
T-40508,2025-12-21,3.0,1.0,69.0,7.0,2.0,4.0,3.0,4.0,2.0,0.0,3.0,1,0.95,0.9191,0.7858,0.3894,0.1765,0.8591,120.0
T-40509,2025-03-16,2.0,3.0,59.0,4.0,1.0,0.0,6.0,0.0,3.0,1.0,2.0,0,0.9324,0.8629,0.2497,0.343,0.1968,0.587,120.0
T-40510,2026-03-08,13.0,2.0,28.0,3.0,3.0,0.0,3.0,7.0,3.0,1.0,5.0,1,0.95,0.8618,0.5744,0.5498,0.1661,0.7325,120.0
T-40511,2025-08-01,8.0,1.0,68.0,7.0,0.0,5.0,8.0,3.0,3.0,0.0,2.0,1,0.95,0.9766,0.8176,0.19,0.1756,0.9,120.0
T-40512,2025-06-29,12.0,1.0,1.0,1.0,4.0,0.0,1.0,3.0,1.0,2.0,0.0,1,0.9239,0.666,0.3775,0.6341,0.1689,0.5362,120.0
T-40513,2025-06-28,7.0,3.0,9.0,4.0,1.0,0.0,4.0,7.0,0.0,0.0,3.0,1,0.95,0.8676,0.5744,0.343,0.1256,0.7357,120.0
T-40514,2025-10-19,11.0,1.0,31.0,7.0,3.0,2.0,7.0,1.0,0.0,0.0,4.0,1,0.95,0.9779,0.475,0.5125,0.1427,0.7516,120.0
T-40515,2025-11-05,12.0,2.0,8.0,3.0,4.0,4.0,5.0,5.0,3.0,2.0,4.0,1,0.95,0.8919,0.8176,0.6682,0.1756,0.8584,120.0
T-40516,2025-06-06,3.0,2.0,37.0,2.0,3.0,5.0,8.0,7.0,3.0,1.0,3.0,1,0.95,0.8292,0.9089,0.5498,0.1746,0.8651,120.0
T-40517,2026-01-03,7.0,2.0,38.0,0.0,4.0,3.0,3.0,7.0,0.0,0.0,1.0,1,0.95,0.5744,0.8176,0.6682,0.1485,0.6839,120.0
T-40518,2025-07-21,10.0,3.0,44.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,1,0.8574,0.5866,0.475,0.343,0.213,0.5364,120.0
T-40519,2025-04-27,9.0,4.0,23.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,1,0.9088,0.7271,0.3318,0.5,0.1905,0.5492,120.0
T-40520,2026-03-21,6.0,4.0,56.0,3.0,1.0,1.0,4.0,0.0,1.0,1.0,5.0,1,0.921,0.81,0.3318,0.3775,0.1936,0.5948,120.0
T-40521,2025-07-07,8.0,2.0,10.0,0.0,1.0,1.0,1.0,6.0,0.0,2.0,5.0,1,0.8711,0.505,0.6225,0.31,0.1775,0.5579,120.0
T-40522,2025-06-22,4.0,2.0,83.0,7.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,1,0.95,0.9113,0.6225,0.6682,0.2233,0.7813,120.0
T-40523,2025-11-14,6.0,3.0,34.0,4.0,0.0,5.0,8.0,5.0,0.0,2.0,4.0,1,0.95,0.9255,0.8699,0.2405,0.2021,0.9,120.0
T-40524,2025-05-14,5.0,2.0,5.0,7.0,0.0,5.0,3.0,3.0,3.0,1.0,5.0,1,0.95,0.9302,0.8176,0.2142,0.146,0.8795,120.0
T-40525,2026-04-30,4.0,1.0,59.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,1,0.9234,0.6011,0.475,0.6341,0.2303,0.5444,120.0
T-40526,2026-05-27,2.0,1.0,87.0,4.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1,0.8902,0.6814,0.5744,0.19,0.2279,0.6332,120.0
T-40527,2026-04-03,6.0,4.0,66.0,4.0,0.0,1.0,6.0,7.0,3.0,2.0,5.0,1,0.95,0.8966,0.6682,0.2689,0.2387,0.7938,120.0
T-40528,2025-12-02,11.0,2.0,40.0,0.0,3.0,0.0,7.0,3.0,3.0,1.0,3.0,1,0.9419,0.7925,0.3775,0.5498,0.1775,0.6058,120.0
T-40529,2025-10-16,9.0,3.0,86.0,1.0,1.0,0.0,4.0,4.0,3.0,2.0,5.0,1,0.8978,0.7291,0.4256,0.343,0.2637,0.5925,120.0
T-40530,2025-05-04,11.0,4.0,77.0,3.0,4.0,4.0,2.0,7.0,2.0,2.0,3.0,1,0.95,0.8161,0.8699,0.7311,0.2522,0.8403,120.0
T-40531,2026-05-21,9.0,3.0,29.0,6.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0,1,0.95,0.9282,0.4256,0.2405,0.1968,0.702,120.0
T-40532,2025-06-27,7.0,3.0,37.0,1.0,3.0,1.0,9.0,7.0,0.0,2.0,3.0,1,0.95,0.8494,0.6682,0.5866,0.2053,0.7679,120.0
T-40533,2025-04-17,3.0,2.0,26.0,0.0,3.0,0.0,5.0,3.0,1.0,2.0,5.0,1,0.8835,0.5842,0.3775,0.5498,0.1936,0.4912,120.0
T-40534,2025-05-10,13.0,1.0,36.0,3.0,0.0,0.0,7.0,5.0,3.0,0.0,5.0,1,0.95,0.9276,0.475,0.19,0.1468,0.7239,120.0
T-40535,2025-09-03,3.0,4.0,14.0,5.0,0.0,3.0,8.0,1.0,3.0,0.0,0.0,1,0.95,0.9328,0.5744,0.2689,0.1294,0.7715,120.0
T-40536,2026-02-14,7.0,4.0,11.0,3.0,4.0,4.0,0.0,3.0,3.0,0.0,3.0,1,0.95,0.6921,0.7503,0.7311,0.1271,0.7183,120.0
T-40537,2025-10-08,13.0,4.0,67.0,4.0,0.0,4.0,6.0,7.0,1.0,1.0,4.0,1,0.95,0.9382,0.8699,0.2689,0.2053,0.9,120.0
T-40538,2025-04-19,3.0,4.0,1.0,1.0,4.0,2.0,4.0,5.0,0.0,1.0,2.0,1,0.95,0.6248,0.6682,0.7311,0.1427,0.6443,120.0
T-40539,2025-06-24,12.0,1.0,5.0,7.0,2.0,0.0,3.0,7.0,1.0,2.0,2.0,1,0.95,0.9589,0.5744,0.3894,0.1727,0.7859,120.0
T-40540,2025-09-04,6.0,1.0,13.0,2.0,1.0,4.0,6.0,6.0,3.0,1.0,2.0,1,0.95,0.8115,0.8455,0.2789,0.1527,0.8268,120.0
T-40541,2025-04-11,5.0,3.0,68.0,4.0,4.0,5.0,0.0,7.0,1.0,0.0,1.0,1,0.95,0.7311,0.9089,0.7006,0.1756,0.8111,120.0
T-40542,2025-04-19,8.0,4.0,72.0,2.0,0.0,1.0,5.0,4.0,1.0,1.0,5.0,1,0.9335,0.8085,0.525,0.2689,0.2108,0.6809,120.0
T-40543,2025-05-02,7.0,1.0,19.0,5.0,1.0,5.0,7.0,1.0,0.0,0.0,3.0,1,0.95,0.941,0.7503,0.2789,0.1332,0.8552,120.0
T-40544,2025-07-18,10.0,1.0,89.0,3.0,3.0,5.0,5.0,6.0,0.0,1.0,1.0,1,0.95,0.8754,0.8909,0.5125,0.2303,0.8824,120.0
T-40545,2026-04-07,2.0,1.0,54.0,2.0,0.0,2.0,3.0,0.0,2.0,2.0,2.0,0,0.8351,0.6457,0.4256,0.19,0.2244,0.5466,120.0
T-40546,2026-03-22,10.0,4.0,33.0,4.0,1.0,5.0,3.0,1.0,3.0,2.0,4.0,1,0.95,0.8744,0.7503,0.3775,0.201,0.8185,120.0
T-40547,2025-06-03,4.0,4.0,55.0,3.0,4.0,2.0,5.0,1.0,3.0,1.0,4.0,1,0.95,0.8131,0.475,0.7311,0.1926,0.6609,120.0
T-40548,2025-06-06,10.0,4.0,26.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1,0.9406,0.7738,0.475,0.5,0.1386,0.6394,120.0
T-40549,2025-11-05,3.0,2.0,10.0,6.0,3.0,3.0,8.0,0.0,0.0,2.0,5.0,1,0.95,0.9517,0.525,0.5498,0.1775,0.7597,120.0
T-40550,2025-05-08,4.0,2.0,57.0,2.0,2.0,0.0,6.0,5.0,2.0,1.0,5.0,1,0.9354,0.7858,0.475,0.4256,0.1947,0.646,120.0
T-40551,2026-02-20,2.0,2.0,67.0,5.0,4.0,3.0,4.0,7.0,3.0,0.0,2.0,1,0.95,0.8618,0.8176,0.6682,0.1746,0.8419,120.0
T-40552,2025-04-01,11.0,2.0,51.0,7.0,2.0,1.0,5.0,5.0,1.0,2.0,1.0,1,0.95,0.9686,0.5744,0.4256,0.221,0.7912,120.0
T-40553,2026-02-13,2.0,3.0,11.0,4.0,3.0,5.0,3.0,5.0,1.0,1.0,2.0,1,0.95,0.7858,0.8699,0.5866,0.151,0.8237,120.0
T-40554,2026-01-21,11.0,1.0,65.0,3.0,0.0,3.0,2.0,0.0,3.0,1.0,3.0,0,0.9292,0.8161,0.525,0.19,0.2032,0.6851,120.0
T-40555,2025-09-02,7.0,1.0,65.0,0.0,0.0,4.0,3.0,7.0,2.0,0.0,1.0,1,0.95,0.5744,0.8699,0.19,0.1727,0.7074,120.0
T-40556,2026-02-19,9.0,1.0,89.0,3.0,3.0,2.0,7.0,5.0,2.0,0.0,3.0,1,0.95,0.9029,0.6682,0.5125,0.1968,0.7973,120.0
T-40557,2025-12-20,4.0,1.0,46.0,4.0,3.0,2.0,9.0,4.0,1.0,2.0,0.0,1,0.95,0.9269,0.6225,0.5125,0.2153,0.7899,120.0
T-40558,2026-01-23,6.0,2.0,25.0,2.0,3.0,4.0,1.0,6.0,2.0,0.0,3.0,1,0.95,0.6365,0.8455,0.5498,0.1378,0.7305,120.0
T-40559,2026-01-02,2.0,3.0,36.0,2.0,1.0,3.0,0.0,6.0,2.0,0.0,4.0,1,0.9318,0.515,0.7858,0.343,0.1468,0.6369,120.0
T-40560,2026-03-06,13.0,2.0,36.0,7.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,1,0.95,0.9548,0.3318,0.6682,0.2042,0.6744,120.0
T-40561,2026-04-20,11.0,3.0,35.0,4.0,0.0,4.0,9.0,0.0,0.0,1.0,3.0,1,0.95,0.9569,0.6225,0.2405,0.1727,0.8064,120.0
T-40562,2025-04-13,7.0,3.0,73.0,6.0,2.0,0.0,3.0,7.0,2.0,1.0,2.0,1,0.95,0.9168,0.5744,0.4626,0.2119,0.7628,120.0
T-40563,2025-12-31,7.0,3.0,85.0,6.0,2.0,5.0,1.0,1.0,3.0,2.0,1.0,1,0.95,0.8849,0.7503,0.4626,0.2624,0.8243,120.0
T-40564,2025-03-08,8.0,3.0,54.0,2.0,1.0,3.0,0.0,7.0,3.0,2.0,5.0,1,0.95,0.6318,0.8176,0.343,0.2244,0.7154,120.0
T-40565,2025-10-25,7.0,3.0,44.0,1.0,0.0,3.0,9.0,3.0,1.0,2.0,2.0,1,0.95,0.8494,0.6682,0.2405,0.213,0.7679,120.0
T-40566,2026-01-24,11.0,2.0,18.0,4.0,3.0,0.0,9.0,3.0,0.0,0.0,1.0,1,0.95,0.9569,0.3775,0.5498,0.1324,0.6962,120.0
T-40567,2025-09-11,6.0,4.0,80.0,6.0,3.0,0.0,4.0,4.0,1.0,1.0,2.0,1,0.95,0.9241,0.4256,0.6225,0.2198,0.6998,120.0
T-40568,2026-02-23,3.0,1.0,75.0,6.0,0.0,5.0,9.0,7.0,1.0,2.0,0.0,1,0.95,0.9593,0.9089,0.19,0.2497,0.9,120.0
T-40569,2025-09-23,11.0,3.0,71.0,3.0,0.0,2.0,4.0,3.0,1.0,2.0,1.0,1,0.95,0.8641,0.5744,0.2405,0.2448,0.7338,120.0
T-40570,2025-04-05,10.0,2.0,83.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,1,0.8361,0.5,0.525,0.31,0.2233,0.5112,120.0
T-40571,2026-05-10,3.0,2.0,40.0,4.0,3.0,0.0,5.0,6.0,1.0,1.0,3.0,1,0.95,0.8507,0.525,0.5498,0.1775,0.7041,120.0
T-40572,2026-02-03,2.0,3.0,7.0,1.0,3.0,4.0,3.0,4.0,0.0,1.0,3.0,1,0.95,0.5622,0.7858,0.5866,0.1476,0.6628,120.0
T-40573,2026-04-25,7.0,4.0,83.0,6.0,3.0,1.0,7.0,6.0,0.0,1.0,4.0,1,0.95,0.9577,0.6225,0.6225,0.2233,0.8068,120.0
T-40574,2025-05-26,12.0,4.0,4.0,5.0,3.0,0.0,4.0,2.0,1.0,0.0,3.0,1,0.95,0.9328,0.3318,0.6225,0.122,0.6623,120.0
T-40575,2026-01-23,13.0,1.0,74.0,1.0,4.0,1.0,6.0,3.0,2.0,2.0,5.0,1,0.95,0.8416,0.475,0.6341,0.2485,0.6766,120.0
T-40576,2025-09-17,7.0,1.0,32.0,2.0,4.0,3.0,6.0,3.0,1.0,1.0,2.0,1,0.95,0.8235,0.6682,0.6341,0.1699,0.7536,120.0
T-40577,2025-09-24,13.0,3.0,39.0,4.0,4.0,4.0,8.0,5.0,0.0,0.0,3.0,1,0.95,0.9561,0.8176,0.7006,0.1493,0.8937,120.0
T-40578,2025-03-03,3.0,3.0,74.0,6.0,2.0,4.0,4.0,0.0,1.0,2.0,2.0,1,0.95,0.9055,0.6225,0.4626,0.2485,0.7781,120.0
T-40579,2025-05-16,3.0,2.0,31.0,4.0,0.0,3.0,6.0,7.0,1.0,0.0,4.0,1,0.95,0.8721,0.8176,0.2142,0.1427,0.8476,120.0
T-40580,2026-04-12,11.0,3.0,9.0,2.0,4.0,3.0,0.0,5.0,3.0,2.0,1.0,1,0.95,0.6857,0.7503,0.7006,0.1765,0.7147,120.0
T-40581,2025-11-26,2.0,4.0,5.0,5.0,4.0,5.0,0.0,3.0,3.0,1.0,1.0,1,0.95,0.7521,0.8176,0.7311,0.146,0.7816,120.0
T-40582,2025-05-05,7.0,4.0,73.0,2.0,3.0,4.0,9.0,4.0,0.0,0.0,1.0,1,0.95,0.8889,0.7858,0.6225,0.1804,0.8425,120.0
T-40583,2025-10-07,12.0,4.0,23.0,0.0,2.0,2.0,7.0,4.0,0.0,0.0,4.0,0,0.95,0.8053,0.6225,0.5,0.1363,0.723,120.0
T-40584,2026-03-22,8.0,4.0,79.0,6.0,3.0,4.0,9.0,1.0,1.0,0.0,3.0,0,0.95,0.9723,0.6682,0.6225,0.1864,0.8355,120.0
T-40585,2025-06-18,13.0,1.0,20.0,3.0,3.0,3.0,3.0,6.0,0.0,2.0,3.0,1,0.95,0.8618,0.7858,0.5125,0.1874,0.8276,120.0
T-40586,2026-01-07,12.0,3.0,9.0,6.0,3.0,0.0,4.0,4.0,3.0,2.0,1.0,1,0.95,0.9517,0.4256,0.5866,0.1765,0.7149,120.0
T-40587,2026-03-13,9.0,1.0,12.0,7.0,0.0,0.0,5.0,7.0,1.0,0.0,1.0,1,0.95,0.9634,0.5744,0.19,0.1279,0.7884,120.0
T-40588,2026-03-17,6.0,3.0,17.0,2.0,2.0,5.0,1.0,6.0,1.0,0.0,1.0,1,0.95,0.6365,0.8909,0.4626,0.1316,0.751,120.0
T-40589,2025-07-26,10.0,4.0,2.0,6.0,0.0,1.0,7.0,4.0,3.0,1.0,0.0,1,0.95,0.9664,0.525,0.2689,0.1435,0.7678,120.0
T-40590,2026-01-18,12.0,2.0,8.0,6.0,2.0,1.0,6.0,6.0,2.0,2.0,4.0,1,0.95,0.9658,0.6225,0.4256,0.1756,0.8113,120.0
T-40591,2025-06-23,9.0,2.0,45.0,6.0,3.0,3.0,4.0,1.0,1.0,0.0,1.0,1,0.95,0.9393,0.5744,0.5498,0.1545,0.7751,120.0
T-40592,2025-04-24,6.0,2.0,15.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,2.0,1,0.9464,0.6814,0.7858,0.2142,0.1301,0.7284,120.0
T-40593,2025-04-27,8.0,3.0,35.0,1.0,0.0,5.0,2.0,3.0,2.0,0.0,2.0,1,0.9493,0.6341,0.8176,0.2405,0.146,0.7167,120.0
T-40594,2026-02-20,9.0,4.0,78.0,3.0,0.0,4.0,9.0,5.0,0.0,2.0,4.0,1,0.95,0.9302,0.8176,0.2689,0.2535,0.8795,120.0
T-40595,2026-04-16,11.0,3.0,74.0,7.0,1.0,1.0,6.0,1.0,0.0,2.0,0.0,1,0.95,0.9737,0.3775,0.343,0.2485,0.7054,120.0
T-40596,2026-02-21,10.0,2.0,89.0,4.0,3.0,4.0,7.0,3.0,0.0,0.0,1.0,1,0.95,0.9346,0.7503,0.5498,0.1968,0.8517,120.0
T-40597,2025-04-27,6.0,1.0,65.0,5.0,3.0,1.0,2.0,6.0,3.0,1.0,3.0,1,0.95,0.8569,0.6225,0.5125,0.2032,0.7514,120.0
T-40598,2026-01-29,6.0,4.0,64.0,5.0,0.0,1.0,7.0,4.0,2.0,2.0,5.0,1,0.95,0.9364,0.525,0.2689,0.2363,0.7513,120.0
T-40599,2025-10-13,13.0,3.0,85.0,2.0,3.0,4.0,9.0,3.0,3.0,0.0,2.0,1,0.95,0.9282,0.7503,0.5866,0.1926,0.8482,120.0
T-40600,2025-12-21,8.0,1.0,15.0,0.0,4.0,0.0,3.0,5.0,0.0,2.0,1.0,1,0.922,0.5939,0.475,0.6341,0.1824,0.5404,120.0
T-40601,2026-01-10,13.0,4.0,50.0,0.0,3.0,5.0,8.0,7.0,3.0,1.0,4.0,1,0.95,0.8429,0.9089,0.6225,0.1874,0.8726,120.0
T-40602,2025-08-04,2.0,4.0,81.0,5.0,0.0,3.0,9.0,2.0,3.0,2.0,1.0,1,0.95,0.9388,0.6225,0.2689,0.2573,0.7964,120.0
T-40603,2025-06-19,3.0,4.0,76.0,6.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,1,0.95,0.8235,0.6225,0.2689,0.251,0.733,120.0
T-40604,2025-08-12,11.0,4.0,81.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,5.0,1,0.9496,0.7613,0.7109,0.2689,0.1885,0.7387,120.0
T-40605,2025-10-28,8.0,1.0,38.0,5.0,3.0,0.0,5.0,6.0,3.0,1.0,5.0,1,0.95,0.9234,0.525,0.5125,0.1756,0.7441,120.0
T-40606,2026-01-10,9.0,1.0,53.0,4.0,1.0,2.0,4.0,4.0,2.0,1.0,3.0,1,0.95,0.8849,0.6225,0.2789,0.1905,0.7668,120.0
T-40607,2025-10-20,9.0,3.0,84.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1,0.95,0.9145,0.2497,0.343,0.2244,0.6154,120.0
T-40608,2026-02-12,3.0,3.0,42.0,6.0,2.0,0.0,5.0,1.0,2.0,2.0,0.0,1,0.95,0.9198,0.2891,0.4626,0.2108,0.636,120.0
T-40609,2025-04-03,5.0,2.0,5.0,5.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1,0.9459,0.8688,0.475,0.2142,0.146,0.6916,120.0
