external_id,created_at,orders_30d,orders_90d,average_order_value,days_since_last_purchase,product_views_7d,cart_additions,cart_abandonments,email_clicks,discount_usage,website_sessions,mobile_sessions,category_preferences,price_sensitivity,campaign_exposure,historical_discount,expected_margin,purchased_7d,true_p0_purchase
S-30493,2025-04-15,1.0,8.0,137.28,26.0,18.0,0.0,2.0,3.0,1.0,8.0,5.0,1.0,0.5096,4.0,1.0,57.66,0,0.3589
S-30494,2025-07-04,2.0,8.0,71.88,2.0,13.0,1.0,0.0,4.0,1.0,13.0,1.0,3.0,0.5421,2.0,1.0,30.19,1,0.7875
S-30495,2025-09-16,1.0,2.0,128.64,27.0,11.0,7.0,2.0,8.0,0.0,15.0,6.0,0.0,0.2733,2.0,1.0,54.03,1,0.8904
S-30496,2026-03-06,5.0,5.0,81.51,55.0,4.0,0.0,4.0,1.0,0.0,10.0,13.0,2.0,0.3515,4.0,1.0,34.23,0,0.2641
S-30497,2025-06-20,4.0,4.0,94.37,51.0,22.0,0.0,1.0,2.0,2.0,19.0,12.0,5.0,0.336,3.0,1.0,39.64,1,0.6824
S-30498,2025-02-03,0.0,7.0,109.31,21.0,14.0,7.0,2.0,9.0,3.0,5.0,0.0,2.0,0.8157,5.0,1.0,45.91,1,0.8227
S-30499,2025-04-20,3.0,8.0,105.55,50.0,21.0,7.0,1.0,1.0,0.0,11.0,13.0,2.0,0.8098,2.0,0.0,44.33,1,0.8532
S-30500,2025-05-01,0.0,2.0,101.06,11.0,37.0,2.0,3.0,6.0,0.0,15.0,13.0,4.0,0.2654,7.0,1.0,42.44,1,0.79
S-30501,2025-06-10,2.0,5.0,106.27,22.0,1.0,7.0,4.0,6.0,2.0,5.0,0.0,0.0,0.8708,5.0,1.0,44.63,0,0.7089
S-30502,2026-03-06,0.0,5.0,74.74,55.0,28.0,7.0,4.0,5.0,2.0,18.0,5.0,2.0,0.6449,2.0,1.0,31.39,1,0.7512
S-30503,2026-03-14,0.0,3.0,49.15,10.0,4.0,5.0,4.0,7.0,3.0,12.0,10.0,0.0,0.5865,0.0,1.0,20.64,1,0.6434
S-30504,2025-07-02,2.0,2.0,53.39,26.0,37.0,5.0,0.0,1.0,1.0,4.0,14.0,1.0,0.4306,1.0,1.0,22.42,1,0.8688
S-30505,2025-06-09,0.0,4.0,125.2,5.0,4.0,7.0,2.0,3.0,2.0,8.0,5.0,5.0,0.9002,7.0,1.0,52.58,1,0.7301
S-30506,2025-04-26,5.0,10.0,99.13,17.0,34.0,5.0,3.0,3.0,2.0,9.0,14.0,5.0,0.4015,6.0,0.0,41.63,1,0.9491
S-30507,2025-10-08,2.0,2.0,70.58,12.0,21.0,2.0,1.0,4.0,2.0,6.0,0.0,3.0,0.436,4.0,1.0,29.64,1,0.735
S-30508,2026-03-19,1.0,4.0,127.87,45.0,29.0,3.0,0.0,6.0,3.0,15.0,10.0,2.0,0.6375,7.0,0.0,53.71,1,0.8092
S-30509,2025-10-09,0.0,3.0,46.88,52.0,33.0,5.0,3.0,7.0,1.0,5.0,10.0,3.0,0.6743,6.0,1.0,19.69,0,0.6225
S-30510,2025-05-02,2.0,3.0,90.24,26.0,16.0,1.0,2.0,6.0,2.0,5.0,8.0,5.0,0.7324,5.0,0.0,37.9,1,0.5374
S-30511,2026-01-04,0.0,7.0,34.13,38.0,8.0,0.0,3.0,8.0,3.0,19.0,9.0,0.0,0.5431,1.0,1.0,14.33,0,0.3566
S-30512,2026-03-18,2.0,2.0,102.49,10.0,37.0,2.0,3.0,5.0,1.0,19.0,4.0,2.0,0.2216,1.0,1.0,43.04,1,0.8975
S-30513,2025-06-25,4.0,9.0,98.66,41.0,37.0,3.0,2.0,5.0,2.0,9.0,7.0,1.0,0.6447,5.0,0.0,41.44,0,0.8803
S-30514,2025-10-12,4.0,6.0,133.33,46.0,5.0,1.0,3.0,4.0,2.0,2.0,6.0,5.0,0.2962,7.0,0.0,56.0,0,0.3252
S-30515,2026-03-04,1.0,4.0,82.68,1.0,28.0,0.0,3.0,6.0,3.0,8.0,4.0,5.0,0.4651,4.0,1.0,34.73,1,0.6422
S-30516,2025-05-23,5.0,9.0,88.36,6.0,21.0,5.0,3.0,2.0,1.0,5.0,7.0,3.0,0.4556,6.0,1.0,37.11,1,0.9105
S-30517,2025-01-09,4.0,8.0,38.65,6.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,0.0,0.5757,0.0,0.0,16.23,1,0.7171
S-30518,2026-04-24,2.0,7.0,48.0,2.0,14.0,3.0,2.0,9.0,0.0,15.0,3.0,0.0,0.6545,3.0,1.0,20.16,1,0.8993
S-30519,2025-10-05,1.0,8.0,124.62,3.0,18.0,3.0,3.0,0.0,0.0,19.0,0.0,2.0,0.597,4.0,1.0,52.34,1,0.714
S-30520,2025-01-30,1.0,5.0,102.85,58.0,27.0,2.0,3.0,9.0,1.0,15.0,14.0,5.0,0.8296,1.0,1.0,43.2,1,0.613
S-30521,2026-02-28,2.0,9.0,96.31,50.0,21.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,0.359,1.0,1.0,40.45,0,0.3521
S-30522,2026-05-16,5.0,8.0,19.24,28.0,22.0,5.0,3.0,5.0,2.0,8.0,11.0,3.0,0.6062,4.0,1.0,8.08,0,0.9129
S-30523,2026-03-15,4.0,7.0,49.52,46.0,12.0,1.0,2.0,9.0,3.0,9.0,11.0,2.0,0.2954,2.0,1.0,20.8,0,0.6878
S-30524,2025-04-28,2.0,7.0,93.15,0.0,27.0,3.0,1.0,2.0,0.0,3.0,12.0,0.0,0.7696,2.0,1.0,39.12,1,0.8053
S-30525,2026-01-01,3.0,8.0,21.66,13.0,34.0,6.0,0.0,0.0,3.0,11.0,8.0,5.0,0.5522,7.0,0.0,9.1,1,0.9537
S-30526,2025-04-24,5.0,7.0,64.68,52.0,6.0,3.0,0.0,7.0,1.0,7.0,13.0,1.0,0.5347,7.0,0.0,27.16,1,0.8006
S-30527,2026-05-22,2.0,7.0,134.76,1.0,0.0,4.0,4.0,1.0,3.0,5.0,1.0,5.0,0.4759,4.0,1.0,56.6,0,0.4838
S-30528,2026-03-10,3.0,4.0,51.86,53.0,11.0,5.0,1.0,3.0,2.0,17.0,5.0,5.0,0.2212,5.0,0.0,21.78,1,0.79
S-30529,2025-12-15,1.0,2.0,119.38,50.0,16.0,1.0,4.0,2.0,2.0,9.0,0.0,4.0,0.3993,4.0,0.0,50.14,0,0.1854
S-30530,2025-01-09,5.0,6.0,49.73,5.0,6.0,1.0,1.0,0.0,1.0,9.0,8.0,2.0,0.421,5.0,1.0,20.89,1,0.7436
S-30531,2025-08-22,0.0,7.0,91.34,47.0,30.0,3.0,3.0,6.0,2.0,19.0,12.0,5.0,0.7579,5.0,1.0,38.36,1,0.6604
S-30532,2025-03-02,4.0,8.0,129.37,15.0,36.0,7.0,4.0,6.0,2.0,3.0,14.0,4.0,0.4509,6.0,0.0,54.34,1,0.9546
S-30533,2025-11-24,4.0,5.0,118.38,26.0,10.0,3.0,0.0,5.0,3.0,7.0,14.0,5.0,0.8948,6.0,1.0,49.72,1,0.8334
S-30534,2026-02-19,2.0,5.0,49.58,23.0,31.0,1.0,3.0,7.0,0.0,18.0,14.0,2.0,0.7028,1.0,1.0,20.82,1,0.8183
S-30535,2025-01-21,4.0,6.0,22.75,48.0,4.0,7.0,2.0,8.0,2.0,12.0,1.0,1.0,0.4044,0.0,1.0,9.55,1,0.8966
S-30536,2025-04-11,2.0,3.0,22.8,54.0,6.0,3.0,4.0,2.0,1.0,19.0,4.0,3.0,0.1382,7.0,0.0,9.58,0,0.3846
S-30537,2026-01-31,1.0,2.0,95.92,34.0,20.0,0.0,1.0,8.0,0.0,4.0,9.0,2.0,0.9122,5.0,0.0,40.29,0,0.47
S-30538,2025-03-16,1.0,2.0,31.54,50.0,19.0,0.0,3.0,8.0,3.0,18.0,11.0,5.0,0.3006,4.0,0.0,13.25,0,0.4601
S-30539,2025-10-29,1.0,6.0,63.09,3.0,2.0,6.0,2.0,9.0,0.0,13.0,11.0,2.0,0.2755,2.0,1.0,26.5,1,0.8865
S-30540,2025-08-26,3.0,6.0,134.39,30.0,38.0,3.0,3.0,4.0,3.0,12.0,9.0,3.0,0.5683,1.0,1.0,56.45,1,0.8581
S-30541,2025-08-30,4.0,4.0,80.33,41.0,33.0,6.0,2.0,0.0,3.0,17.0,0.0,1.0,0.4804,6.0,0.0,33.74,1,0.9279
S-30542,2025-06-27,1.0,2.0,58.77,50.0,1.0,6.0,3.0,6.0,1.0,8.0,1.0,2.0,0.2233,7.0,1.0,24.69,0,0.49
S-30543,2025-04-05,0.0,0.0,91.57,39.0,21.0,4.0,1.0,9.0,2.0,7.0,9.0,3.0,0.4796,6.0,1.0,38.46,1,0.7037
S-30544,2025-05-02,1.0,5.0,32.78,0.0,1.0,3.0,0.0,9.0,0.0,7.0,9.0,4.0,0.6087,0.0,1.0,13.77,1,0.7908
S-30545,2026-04-23,0.0,2.0,75.93,20.0,33.0,6.0,3.0,4.0,3.0,17.0,10.0,3.0,0.7947,3.0,1.0,31.89,1,0.8744
S-30546,2025-09-11,5.0,12.0,62.34,29.0,31.0,7.0,3.0,6.0,3.0,7.0,4.0,1.0,0.4128,7.0,1.0,26.18,1,0.9646
S-30547,2025-11-10,5.0,9.0,111.72,41.0,14.0,5.0,0.0,7.0,2.0,10.0,12.0,2.0,0.752,1.0,1.0,46.92,1,0.9385
S-30548,2026-04-17,0.0,3.0,28.51,47.0,24.0,3.0,2.0,9.0,1.0,8.0,2.0,3.0,0.7908,2.0,1.0,11.98,0,0.5854
S-30549,2025-11-28,2.0,5.0,67.72,10.0,10.0,5.0,4.0,3.0,1.0,15.0,12.0,2.0,0.4987,0.0,0.0,28.44,1,0.7738
S-30550,2026-01-13,2.0,7.0,115.61,8.0,5.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,0.2602,4.0,1.0,48.56,1,0.475
S-30551,2025-10-16,2.0,2.0,72.13,7.0,39.0,3.0,3.0,0.0,0.0,3.0,9.0,3.0,0.5993,6.0,1.0,30.3,1,0.7398
S-30552,2025-05-07,2.0,9.0,114.24,37.0,2.0,7.0,4.0,4.0,0.0,16.0,2.0,2.0,0.4597,2.0,1.0,47.98,0,0.7261
S-30553,2025-04-02,2.0,2.0,38.39,17.0,34.0,1.0,4.0,5.0,0.0,8.0,13.0,3.0,0.5737,3.0,0.0,16.13,1,0.6715
S-30554,2025-10-22,3.0,9.0,107.44,22.0,3.0,3.0,1.0,1.0,0.0,16.0,5.0,4.0,0.8847,3.0,1.0,45.12,1,0.715
S-30555,2026-05-19,1.0,1.0,80.82,52.0,21.0,2.0,1.0,8.0,0.0,7.0,8.0,1.0,0.4917,4.0,1.0,33.95,1,0.5523
S-30556,2025-05-27,4.0,7.0,131.92,46.0,27.0,5.0,3.0,6.0,1.0,2.0,9.0,4.0,0.5348,6.0,1.0,55.41,1,0.8191
S-30557,2026-01-13,4.0,4.0,81.4,37.0,30.0,1.0,4.0,6.0,2.0,16.0,13.0,0.0,0.6768,2.0,0.0,34.19,1,0.7949
S-30558,2026-03-08,0.0,6.0,96.58,5.0,36.0,1.0,3.0,8.0,1.0,3.0,0.0,2.0,0.5238,7.0,1.0,40.56,1,0.6626
S-30559,2025-01-20,0.0,2.0,120.21,46.0,35.0,1.0,0.0,3.0,2.0,13.0,6.0,3.0,0.5556,6.0,0.0,50.49,0,0.5671
S-30560,2025-01-10,4.0,11.0,76.74,25.0,33.0,0.0,4.0,0.0,2.0,16.0,2.0,3.0,0.4968,3.0,1.0,32.23,1,0.6846
S-30561,2026-01-31,5.0,5.0,119.21,52.0,24.0,6.0,2.0,1.0,3.0,9.0,1.0,2.0,0.9227,3.0,1.0,50.07,1,0.871
S-30562,2025-12-04,2.0,7.0,87.28,3.0,24.0,2.0,0.0,4.0,2.0,19.0,14.0,4.0,0.298,4.0,0.0,36.66,1,0.9141
S-30563,2026-01-29,5.0,5.0,71.95,58.0,6.0,7.0,4.0,8.0,0.0,5.0,11.0,5.0,0.6534,7.0,0.0,30.22,1,0.8146
S-30564,2026-02-10,1.0,8.0,96.76,49.0,19.0,7.0,4.0,4.0,1.0,7.0,13.0,3.0,0.8537,2.0,1.0,40.64,1,0.6142
S-30565,2026-04-19,4.0,7.0,70.41,55.0,3.0,4.0,2.0,0.0,2.0,1.0,8.0,4.0,0.5583,6.0,1.0,29.57,0,0.374
S-30566,2026-05-10,0.0,4.0,91.02,35.0,13.0,5.0,3.0,6.0,2.0,11.0,1.0,2.0,0.2235,0.0,1.0,38.23,1,0.5903
S-30567,2025-01-19,1.0,5.0,94.73,17.0,29.0,1.0,1.0,4.0,0.0,18.0,2.0,4.0,0.5763,4.0,1.0,39.79,1,0.7867
S-30568,2025-11-27,1.0,8.0,38.97,59.0,8.0,2.0,2.0,2.0,3.0,12.0,3.0,2.0,0.3507,1.0,0.0,16.37,0,0.2451
S-30569,2025-12-08,4.0,11.0,58.54,1.0,8.0,0.0,0.0,4.0,0.0,12.0,0.0,1.0,0.6378,1.0,1.0,24.59,0,0.8168
S-30570,2025-08-08,0.0,5.0,49.37,22.0,27.0,4.0,3.0,2.0,2.0,12.0,12.0,1.0,0.7677,0.0,0.0,20.73,1,0.6341
S-30571,2025-08-27,5.0,9.0,24.06,10.0,35.0,7.0,3.0,7.0,0.0,7.0,5.0,1.0,0.2143,1.0,1.0,10.1,1,0.983
S-30572,2025-06-25,3.0,3.0,64.67,51.0,33.0,4.0,2.0,6.0,1.0,1.0,9.0,4.0,0.4729,4.0,1.0,27.16,1,0.7604
S-30573,2025-06-10,0.0,5.0,95.4,16.0,9.0,4.0,1.0,4.0,1.0,17.0,1.0,2.0,0.3817,4.0,1.0,40.07,1,0.7231
S-30574,2025-09-03,3.0,4.0,56.49,59.0,32.0,7.0,3.0,7.0,0.0,3.0,9.0,0.0,0.5308,2.0,0.0,23.72,0,0.8551
S-30575,2026-02-07,3.0,9.0,89.66,38.0,22.0,7.0,3.0,1.0,2.0,19.0,10.0,3.0,0.8012,6.0,1.0,37.66,1,0.8947
S-30576,2025-10-30,1.0,7.0,124.18,14.0,17.0,4.0,2.0,1.0,2.0,5.0,12.0,1.0,0.6188,1.0,1.0,52.15,1,0.5939
S-30577,2025-10-08,0.0,1.0,91.01,7.0,29.0,7.0,1.0,4.0,3.0,6.0,4.0,4.0,0.8804,3.0,1.0,38.23,1,0.8971
S-30578,2026-03-31,4.0,8.0,47.36,15.0,0.0,6.0,0.0,7.0,3.0,6.0,7.0,1.0,0.3866,3.0,1.0,19.89,1,0.9245
S-30579,2025-02-05,3.0,6.0,41.32,13.0,18.0,0.0,2.0,3.0,0.0,4.0,13.0,4.0,0.8623,3.0,1.0,17.35,1,0.5511
S-30580,2025-05-14,5.0,12.0,58.15,59.0,30.0,0.0,0.0,7.0,3.0,3.0,11.0,2.0,0.5834,5.0,0.0,24.42,1,0.7493
S-30581,2025-12-13,1.0,3.0,96.7,45.0,17.0,0.0,1.0,7.0,1.0,10.0,3.0,3.0,0.0577,7.0,1.0,40.62,0,0.4317
S-30582,2025-01-19,5.0,10.0,30.42,58.0,7.0,6.0,4.0,9.0,3.0,3.0,9.0,2.0,0.5036,6.0,0.0,12.77,1,0.7756
S-30583,2025-01-30,0.0,2.0,19.15,11.0,30.0,0.0,1.0,5.0,0.0,7.0,1.0,2.0,0.3686,1.0,1.0,8.04,1,0.5805
S-30584,2025-12-02,0.0,5.0,116.57,59.0,24.0,5.0,3.0,5.0,0.0,7.0,1.0,4.0,0.2582,6.0,1.0,48.96,0,0.4613
S-30585,2025-04-18,2.0,2.0,85.37,19.0,37.0,6.0,4.0,3.0,2.0,8.0,13.0,0.0,0.1931,2.0,1.0,35.86,1,0.8749
S-30586,2026-02-17,2.0,5.0,57.04,56.0,10.0,5.0,2.0,6.0,1.0,12.0,11.0,0.0,0.2113,3.0,1.0,23.96,1,0.6682
S-30587,2026-03-27,1.0,5.0,75.85,30.0,13.0,2.0,3.0,9.0,3.0,6.0,12.0,1.0,0.165,3.0,0.0,31.86,0,0.515
S-30588,2025-05-11,4.0,11.0,136.37,9.0,7.0,0.0,3.0,7.0,2.0,6.0,10.0,1.0,0.5352,7.0,1.0,57.28,0,0.6445
S-30589,2025-08-09,3.0,6.0,27.37,10.0,33.0,3.0,2.0,0.0,2.0,14.0,1.0,0.0,0.8313,4.0,1.0,11.49,1,0.8765
S-30590,2026-05-17,3.0,4.0,54.51,27.0,9.0,1.0,4.0,3.0,3.0,15.0,0.0,0.0,0.5616,4.0,0.0,22.9,1,0.4988
S-30591,2025-12-24,3.0,6.0,98.75,38.0,4.0,7.0,1.0,2.0,1.0,14.0,12.0,0.0,0.4956,0.0,1.0,41.47,1,0.8429
S-30592,2026-03-21,5.0,5.0,30.46,7.0,34.0,2.0,1.0,3.0,3.0,4.0,9.0,3.0,0.3729,2.0,1.0,12.79,1,0.9224
S-30593,2025-08-17,4.0,11.0,32.8,50.0,10.0,4.0,0.0,3.0,1.0,2.0,11.0,1.0,0.7215,3.0,0.0,13.78,0,0.6792
S-30594,2025-11-23,4.0,5.0,25.37,6.0,10.0,4.0,2.0,3.0,0.0,6.0,9.0,5.0,0.3152,2.0,1.0,10.66,1,0.8389
S-30595,2025-04-05,1.0,5.0,73.49,30.0,0.0,3.0,2.0,3.0,0.0,12.0,6.0,4.0,0.7654,2.0,0.0,30.87,1,0.4207
S-30596,2025-12-26,0.0,0.0,51.08,53.0,22.0,0.0,2.0,5.0,1.0,11.0,2.0,0.0,0.2559,6.0,1.0,21.46,0,0.2641
S-30597,2025-10-03,0.0,3.0,113.15,36.0,29.0,5.0,0.0,0.0,0.0,15.0,9.0,3.0,0.9068,3.0,0.0,47.52,1,0.7613
S-30598,2025-01-29,5.0,11.0,130.1,54.0,5.0,3.0,0.0,9.0,3.0,3.0,0.0,1.0,0.6053,0.0,0.0,54.64,1,0.7858
S-30599,2025-09-02,4.0,11.0,26.56,44.0,11.0,3.0,0.0,7.0,0.0,1.0,4.0,5.0,0.5237,3.0,1.0,11.16,1,0.7465
S-30600,2025-01-05,0.0,4.0,85.78,28.0,12.0,3.0,1.0,7.0,1.0,10.0,4.0,0.0,0.7411,2.0,1.0,36.03,1,0.6083
S-30601,2025-01-09,1.0,8.0,70.13,39.0,23.0,1.0,0.0,8.0,1.0,11.0,13.0,5.0,0.5421,5.0,1.0,29.46,0,0.6889
S-30602,2025-06-18,3.0,8.0,128.8,42.0,17.0,3.0,4.0,0.0,3.0,13.0,5.0,3.0,0.6356,3.0,0.0,54.1,1,0.505
S-30603,2026-02-22,2.0,3.0,76.38,5.0,4.0,1.0,3.0,9.0,3.0,18.0,2.0,1.0,0.6765,0.0,0.0,32.08,1,0.7531
S-30604,2025-03-24,0.0,4.0,115.43,3.0,29.0,7.0,4.0,8.0,0.0,18.0,8.0,4.0,0.4939,2.0,1.0,48.48,1,0.9429
S-30605,2025-07-18,0.0,1.0,35.38,51.0,23.0,4.0,3.0,5.0,1.0,17.0,5.0,0.0,0.4436,3.0,1.0,14.86,1,0.5805
S-30606,2025-03-27,4.0,10.0,24.1,1.0,22.0,2.0,2.0,7.0,0.0,2.0,9.0,0.0,0.6547,5.0,0.0,10.12,1,0.8738
S-30607,2026-05-08,0.0,3.0,35.74,9.0,5.0,4.0,2.0,1.0,0.0,5.0,5.0,1.0,0.4388,0.0,1.0,15.01,1,0.4195
S-30608,2025-09-06,0.0,7.0,54.34,56.0,20.0,1.0,0.0,1.0,2.0,16.0,5.0,5.0,0.7101,6.0,0.0,22.82,0,0.3452
S-30609,2025-07-01,2.0,4.0,102.73,41.0,21.0,6.0,2.0,0.0,3.0,16.0,4.0,0.0,0.545,7.0,1.0,43.14,1,0.7883
S-30610,2026-03-04,5.0,8.0,118.83,30.0,17.0,2.0,1.0,5.0,0.0,6.0,7.0,0.0,0.8866,1.0,1.0,49.91,1,0.8292
S-30611,2025-05-13,5.0,5.0,68.23,57.0,38.0,4.0,1.0,3.0,0.0,3.0,12.0,4.0,0.5639,2.0,0.0,28.66,1,0.8682
S-30612,2025-02-14,2.0,4.0,116.61,26.0,9.0,6.0,1.0,5.0,3.0,12.0,1.0,4.0,0.7121,7.0,1.0,48.98,1,0.8569
S-30613,2025-09-18,0.0,6.0,109.43,27.0,27.0,0.0,2.0,7.0,0.0,14.0,11.0,1.0,0.8706,0.0,1.0,45.96,0,0.5609
S-30614,2026-02-08,4.0,7.0,99.27,52.0,11.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,0.5752,4.0,1.0,41.69,0,0.6035
S-30615,2025-11-20,2.0,7.0,126.85,9.0,9.0,7.0,1.0,5.0,2.0,12.0,14.0,4.0,0.5638,5.0,1.0,53.28,1,0.9238
S-30616,2025-07-09,5.0,11.0,85.36,21.0,27.0,2.0,4.0,7.0,1.0,15.0,10.0,5.0,0.4324,5.0,1.0,35.85,1,0.9109
S-30617,2025-10-18,0.0,3.0,111.48,59.0,26.0,7.0,0.0,8.0,1.0,13.0,2.0,1.0,0.0247,2.0,0.0,46.82,0,0.8659
S-30618,2025-07-19,1.0,6.0,113.83,41.0,15.0,7.0,0.0,4.0,3.0,1.0,13.0,2.0,0.7347,6.0,0.0,47.81,1,0.7359
S-30619,2025-12-05,1.0,5.0,133.58,54.0,17.0,6.0,1.0,0.0,0.0,16.0,4.0,2.0,0.6406,5.0,0.0,56.1,0,0.6682
S-30620,2025-09-11,5.0,6.0,129.27,42.0,39.0,3.0,0.0,3.0,1.0,10.0,8.0,1.0,0.6631,4.0,1.0,54.29,1,0.9346
S-30621,2025-10-24,5.0,6.0,43.54,12.0,10.0,4.0,4.0,2.0,3.0,11.0,10.0,4.0,0.8208,7.0,1.0,18.29,1,0.8306
S-30622,2025-04-17,3.0,3.0,81.03,56.0,33.0,1.0,0.0,3.0,0.0,9.0,0.0,3.0,0.937,6.0,0.0,34.03,1,0.6792
S-30623,2025-10-15,5.0,9.0,94.8,11.0,23.0,7.0,0.0,6.0,1.0,8.0,12.0,2.0,0.0508,6.0,0.0,39.81,1,0.9846
S-30624,2026-01-10,2.0,4.0,127.23,21.0,34.0,3.0,4.0,9.0,2.0,10.0,14.0,2.0,0.3815,6.0,1.0,53.44,1,0.8551
S-30625,2025-08-21,1.0,3.0,67.22,3.0,19.0,2.0,0.0,1.0,1.0,11.0,10.0,3.0,0.4681,3.0,1.0,28.23,1,0.7261
S-30626,2025-05-31,5.0,9.0,85.33,46.0,10.0,0.0,0.0,4.0,1.0,10.0,10.0,1.0,0.4055,1.0,0.0,35.84,1,0.6637
S-30627,2026-02-18,5.0,12.0,116.55,58.0,5.0,7.0,2.0,4.0,0.0,14.0,1.0,1.0,0.7175,1.0,1.0,48.95,1,0.8744
S-30628,2025-12-24,4.0,4.0,57.48,7.0,34.0,4.0,3.0,2.0,3.0,11.0,11.0,3.0,0.6118,6.0,1.0,24.14,1,0.9272
S-30629,2025-03-26,3.0,4.0,30.07,15.0,18.0,7.0,4.0,5.0,3.0,7.0,11.0,0.0,0.5719,0.0,1.0,12.63,1,0.8904
S-30630,2025-06-13,2.0,7.0,37.55,19.0,13.0,0.0,4.0,0.0,2.0,1.0,7.0,4.0,0.2933,6.0,0.0,15.77,0,0.1862
S-30631,2026-04-29,3.0,5.0,133.14,41.0,28.0,7.0,1.0,3.0,2.0,14.0,4.0,5.0,0.5266,1.0,1.0,55.92,1,0.9361
S-30632,2025-07-30,5.0,7.0,20.59,3.0,29.0,5.0,1.0,1.0,0.0,5.0,7.0,3.0,0.6852,5.0,0.0,8.65,1,0.9541
S-30633,2025-11-11,5.0,10.0,135.73,0.0,30.0,6.0,3.0,6.0,1.0,9.0,2.0,0.0,0.3763,5.0,1.0,57.01,1,0.9788
S-30634,2025-09-22,0.0,4.0,68.33,12.0,20.0,1.0,3.0,6.0,2.0,18.0,13.0,0.0,0.8934,4.0,0.0,28.7,1,0.6271
S-30635,2025-06-21,3.0,5.0,37.01,57.0,33.0,5.0,2.0,4.0,0.0,3.0,14.0,4.0,0.7505,3.0,1.0,15.55,1,0.7622
S-30636,2026-05-26,0.0,4.0,118.46,54.0,23.0,2.0,4.0,1.0,3.0,3.0,5.0,4.0,0.1795,1.0,1.0,49.75,0,0.1359
S-30637,2026-05-10,2.0,8.0,84.61,22.0,36.0,6.0,3.0,2.0,3.0,18.0,14.0,0.0,0.3449,2.0,1.0,35.54,1,0.9262
S-30638,2025-10-21,2.0,2.0,73.55,6.0,25.0,3.0,4.0,0.0,0.0,6.0,1.0,1.0,0.6798,4.0,1.0,30.89,1,0.6154
S-30639,2025-04-30,2.0,4.0,89.17,23.0,11.0,0.0,2.0,4.0,1.0,18.0,9.0,1.0,0.7183,2.0,0.0,37.45,0,0.5708
S-30640,2025-11-27,0.0,5.0,131.89,39.0,14.0,3.0,1.0,6.0,0.0,14.0,14.0,0.0,0.647,1.0,0.0,55.39,1,0.5903
S-30641,2025-05-09,5.0,11.0,107.27,44.0,27.0,6.0,1.0,9.0,3.0,7.0,9.0,4.0,0.8329,4.0,1.0,45.05,0,0.9641
S-30642,2025-09-13,1.0,7.0,124.3,49.0,38.0,3.0,4.0,6.0,0.0,12.0,5.0,4.0,0.3133,0.0,1.0,52.2,1,0.6559
S-30643,2026-03-04,2.0,9.0,77.8,54.0,28.0,5.0,0.0,5.0,0.0,4.0,5.0,3.0,0.2621,7.0,1.0,32.67,0,0.7875
S-30644,2025-11-15,2.0,6.0,43.13,43.0,19.0,5.0,1.0,1.0,0.0,3.0,1.0,3.0,0.5494,1.0,1.0,18.11,0,0.6142
S-30645,2025-05-13,1.0,2.0,45.98,48.0,15.0,7.0,2.0,2.0,3.0,7.0,4.0,2.0,0.7542,0.0,1.0,19.31,0,0.6295
S-30646,2025-01-23,4.0,10.0,128.97,32.0,28.0,4.0,3.0,1.0,1.0,1.0,8.0,2.0,0.2575,7.0,1.0,54.17,1,0.7231
S-30647,2025-07-30,2.0,5.0,85.83,6.0,34.0,5.0,4.0,2.0,0.0,7.0,5.0,4.0,0.5943,0.0,1.0,36.05,1,0.8442
S-30648,2025-12-23,5.0,11.0,116.49,32.0,31.0,3.0,2.0,2.0,1.0,13.0,2.0,2.0,0.564,5.0,1.0,48.92,1,0.9011
S-30649,2026-02-08,1.0,2.0,139.82,5.0,34.0,1.0,0.0,6.0,1.0,8.0,14.0,1.0,0.1998,2.0,1.0,58.72,1,0.8409
S-30650,2026-01-17,3.0,5.0,19.74,22.0,20.0,1.0,0.0,7.0,3.0,8.0,7.0,1.0,0.5166,7.0,1.0,8.29,1,0.8176
S-30651,2026-03-13,3.0,4.0,60.31,47.0,18.0,3.0,0.0,2.0,0.0,5.0,4.0,1.0,0.369,4.0,1.0,25.33,1,0.6399
S-30652,2025-06-27,5.0,11.0,31.46,20.0,1.0,2.0,0.0,6.0,1.0,13.0,13.0,1.0,0.6238,0.0,0.0,13.21,0,0.8754
S-30653,2026-04-03,5.0,5.0,94.35,37.0,3.0,0.0,4.0,5.0,3.0,8.0,14.0,4.0,0.262,3.0,0.0,39.63,0,0.4366
S-30654,2025-06-25,5.0,5.0,139.0,46.0,12.0,5.0,0.0,7.0,2.0,15.0,2.0,3.0,0.6935,1.0,1.0,58.38,1,0.9437
S-30655,2026-04-29,0.0,5.0,33.53,45.0,2.0,5.0,1.0,7.0,2.0,17.0,4.0,5.0,0.5484,6.0,1.0,14.08,0,0.6445
S-30656,2025-08-02,1.0,3.0,52.22,39.0,37.0,7.0,3.0,4.0,2.0,5.0,14.0,5.0,0.7071,0.0,0.0,21.93,1,0.8227
S-30657,2025-06-03,1.0,3.0,48.71,6.0,36.0,2.0,2.0,9.0,0.0,12.0,5.0,1.0,0.3214,0.0,0.0,20.46,1,0.8966
